AnonID,year,nonspec_EM1a,nonspec_EM1b,nonspec_MNS1a,nonspec_MNS1b,nonspec_MSE1a,nonspec_MSE1b,spec_CAP,spec_ILA,spec_PPS
S1cb4a838,2016/7,,,,26,,,,,
S5af80f69,2015/6,,,,43,,,,,
S618dfba4,2017/8,,,,40,,,,,
S6adafd8d,2017/8,,,,42,,,,,
S80fca9a7,2017/8,,,,70,,,,,
S9747ee82,2017/8,,,,63,,,,73,
S989b9cc6,2016/7,,,,51,,,,,
Sb241d7df,2015/6,,,,66,,,,,
Sba97285c,2016/7,,,,53,,,,,
Scb2d1a53,2017/8,,,,8,,,,,
Sd1071ab9,2016/7,,,,28,,,,,
Sf8d5b583,2015/6,,,,3,,,,,
S00714856,2013/4,,,,,93,92,,,
S00775519,2013/4,,,,,89,85,,,
S00a5c84f,2013/4,,,,,86,81,,,
S00da9364,2014/5,,,,,56,46,,,
S00f518c3,2014/5,,,,,70,60,,,
S0112c146,2013/4,,,,,78,67,,,
S0256b320,2014/5,,,,,19,16,,,
S02d0fe65,2014/5,,,,,58,43,,,
S0311fd3f,2013/4,,,,,93,85,,,
S03154411,2014/5,,,,,63,59,,,
S031dd716,2014/5,,,,,75,67,,,
S0339b63f,2014/5,,,,,56,42,,,
S0343f081,2013/4,,,,,71,62,,,
S040afa26,2013/4,,,,,90,78,,,
S0423ac2c,2013/4,,,,,65,41,,,
S044a1b48,2013/4,,,,,76,45,,,
S0465e9bc,2013/4,,,,,62,73,,,
S04777c3f,2013/4,,,,,67,55,,,
S0510f5b0,2014/5,,,,,58,49,,,
S053c6e7a,2013/4,,,,,62,55,,,
S05b1a055,2014/5,,,,,48,51,,,
S05e4cb6a,2014/5,,,,,59,52,,,
S05edec61,2013/4,,,,,70,57,,,
S0617dfd3,2014/5,,,,,77,63,,,
S0650583c,2013/4,,,,,75,60,,,
S06dc546c,2013/4,,,,,83,63,,,
S0731dc4b,2013/4,,,,,83,70,,,
S0734a83a,2014/5,,,,,90,73,,,
S0736b5ea,2013/4,,,,,47,58,,,
S073a5001,2014/5,,,,,66,51,,,
S07b5f58d,2014/5,,,,,63,53,,,
S081d6b7e,2013/4,,,,,41,,,,
S08649b8b,2013/4,,,,,68,58,,,
S08faf97c,2013/4,,,,,78,53,,,
S09201a8c,2014/5,,,,,89,69,,,
S092e4bb1,2014/5,,,,,94,86,,,
S09584ec2,2013/4,,,,,84,57,,,
S09642408,2013/4,,,,,54,70,,,
S09a597f1,2014/5,,,,,73,64,,,
S09f7ec3c,2013/4,,,,,76,75,,,
S0a62d383,2014/5,,,,,62,65,,,
S0acfbcf8,2014/5,,,,,70,67,,,
S0ad0b87e,2014/5,,,,,65,68,,,
S0b538858,2014/5,,,,,77,74,,,
S0bd94632,2014/5,,,,,54,55,,,
S0bdcf2a1,2013/4,,,,,64,64,,,
S0c5199a8,2013/4,,,,,73,64,,,
S0d2a6208,2013/4,,,,,81,70,,,
S0d3474a4,2013/4,,,,,50,49,,,
S0d79c42d,2013/4,,,,,59,54,,,
S0d8a2ae7,2014/5,,,,,52,47,,,
S0dd3b484,2014/5,,,,,49,45,,,
S0e4aa112,2014/5,,,,,51,36,,,
S0e5bfb89,2013/4,,,,,54,50,,,
S0e99ee8c,2014/5,,,,,60,49,,,
S0ee411c6,2014/5,,,,,38,51,,,
S0f71bbdc,2014/5,,,,,77,77,,,
S0f77d0e0,2013/4,,,,,45,51,,,
S0fadb875,2013/4,,,,,53,49,,,
S103685ff,2014/5,,,,,95,85,,,
S10bb3283,2014/5,,,,,60,61,,,
S10caf877,2013/4,,,,,58,53,,,
S11d80d02,2013/4,,,,,64,57,,,
S12117e89,2013/4,,,,,76,68,,,
S1217ac04,2014/5,,,,,55,51,,,
S126f4edb,2014/5,,,,,63,63,,,
S12b19f60,2013/4,,,,,52,46,,,
S12b5e98c,2013/4,,,,,90,93,,,
S12dd3591,2013/4,,,,,77,71,,,
S12eb116e,2014/5,,,,,80,55,,,
S1358bede,2013/4,,,,,69,69,,,
S135a0528,2014/5,,,,,92,79,,,
S146a969e,2013/4,,,,,74,67,,,
S15014c6b,2013/4,,,,,73,65,,,
S15559c78,2013/4,,,,,88,83,,,
S157e7ea4,2013/4,,,,,87,63,,,
S15d76813,2014/5,,,,,55,58,,,
S15def6a9,2014/5,,,,,70,52,,,
S163e65b9,2013/4,,,,,84,75,,,
S164caf97,2014/5,,,,,77,62,,,
S16b2a62b,2014/5,,,,,54,56,,,
S17057f77,2013/4,,,,,50,40,,,
S1729522c,2014/5,,,,,49,52,,,
S17ac69c0,2014/5,,,,,67,55,,,
S187f7cd2,2014/5,,,,,56,52,,,
S1888fb63,2013/4,,,,,77,70,,,
S18adf133,2013/4,,,,,67,46,,,
S18b74e06,2013/4,,,,,94,89,,,
S18bbe978,2013/4,,,,,65,56,,,
S18d1d391,2014/5,,,,,87,56,,,
S1900482f,2014/5,,,,,94,76,,,
S19bd1996,2014/5,,,,,79,64,,,
S19e3fee3,2013/4,,,,,82,72,,,
S1a1a7b1a,2013/4,,,,,41,19,,,
S1a318651,2013/4,,,,,77,69,,,
S1a34f220,2014/5,,,,,76,70,,,
S1ad8d7ae,2014/5,,,,,84,66,,,
S1ae94585,2013/4,,,,,78,,65,,
S1afb1fc4,2014/5,,,,,61,54,,,
S1b190b81,2014/5,,,,,57,61,,,
S1b3fcec9,2013/4,,,,,85,82,,,
S1bc84978,2014/5,,,,,60,60,,,
S1bf69764,2014/5,,,,,76,58,,,
S1c2bf394,2013/4,,,,,77,85,,,
S1c4f0a80,2013/4,,,,,68,54,,,
S1d4bcccf,2014/5,,,,,79,71,,,
S1d6b720c,2013/4,,,,,81,83,,,
S1d7e91b9,2013/4,,,,,78,67,,,
S1d99e828,2014/5,,,,,83,65,,,
S1e0a63de,2014/5,,,,,76,71,,,
S1e1ce955,2013/4,,,,,59,48,,,
S1e23fa16,2013/4,,,,,60,54,,,
S1e38489e,2013/4,,,,,37,,,,
S1f4ae246,2014/5,,,,,71,60,,,
S1fa99b48,2014/5,,,,,68,57,,,
S20a575c8,2014/5,,,,,66,56,,,
S20f4673b,2013/4,,,,,56,49,,,
S21684c0c,2013/4,,,,,56,54,,,
S21934892,2014/5,,,,,67,46,,,
S21b2f4cc,2014/5,,,,,74,53,,,
S21c388a9,2014/5,,,,,87,68,,,
S22424689,2013/4,,,,,60,50,,,
S233395d8,2014/5,,,,,85,85,,,
S233aa264,2013/4,,,,,84,,79,,
S23f4dfdd,2013/4,,,,,52,53,,,
S2426756d,2013/4,,,,,79,72,,,
S242b5dd9,2013/4,,,,,58,55,,,
S248bb310,2014/5,,,,,68,46,,,
S248dd82c,2014/5,,,,,61,53,,,
S24a6e585,2013/4,,,,,49,26,,,
S24c4671a,2014/5,,,,,66,55,,,
S251e190a,2014/5,,,,,73,43,,,
S25288b64,2014/5,,,,,67,60,,,
S25442eb5,2013/4,,,,,71,63,,,
S259007aa,2014/5,,,,,70,55,,,
S25971758,2014/5,,,,,93,81,,,
S25ba41cd,2013/4,,,,,52,74,,,
S25cb223f,2013/4,,,,,61,55,,,
S25ef9343,2014/5,,,,,49,,,,
S2609ddfe,2013/4,,,,,95,85,,,
S26ae23c5,2014/5,,,,,78,85,,,
S26f0c4b0,2013/4,,,,,60,67,,,
S272cd19c,2013/4,,,,,75,,67,,
S27bbc642,2014/5,,,,,63,50,,,
S27ec704f,2014/5,,,,,62,57,,,
S2821daf7,2013/4,,,,,25,29,,,
S28ede8bc,2013/4,,,,,97,92,,,
S290d87ed,2014/5,,,,,79,67,,,
S298a1860,2014/5,,,,,58,52,,,
S298cb3be,2013/4,,,,,84,72,,,
S29907820,2014/5,,,,,84,66,,,
S29e957a0,2014/5,,,,,85,70,,,
S29f39ee6,2013/4,,,,,32,34,,,
S2a20f47e,2013/4,,,,,53,,,,
S2a571723,2013/4,,,,,65,55,,,
S2aaef549,2013/4,,,,,64,69,,,
S2ae7fcee,2014/5,,,,,75,50,,,
S2b2384e5,2014/5,,,,,57,57,,,
S2bbc5d3e,2013/4,,,,,65,55,,,
S2bd9fbb5,2014/5,,,,,67,56,,,
S2bf7728f,2013/4,,,,,71,75,,,
S2c461588,2013/4,,,,,47,44,,,
S2cb3402b,2014/5,,,,,94,89,,,
S2cbb7a2a,2013/4,,,,,64,52,,,
S2ce9c105,2014/5,,,,,56,62,,,
S2d51eddf,2014/5,,,,,84,73,,,
S2d8604f8,2014/5,,,,,90,78,,,
S2dfe29e5,2014/5,,,,,54,,,,
S2e0c3fc1,2014/5,,,,,71,75,,,
S2e379a8c,2014/5,,,,,79,59,,,
S2e37ecff,2013/4,,,,,68,48,,,
S2e3ebd87,2014/5,,,,,42,13,,,
S2eb6c73b,2014/5,,,,,86,74,,,
S2ece2ac4,2013/4,,,,,63,58,,,
S2f51c1cb,2013/4,,,,,88,90,,,
S2f8ba67e,2014/5,,,,,47,50,,,
S2fa45baa,2013/4,,,,,66,52,,,
S305668f5,2014/5,,,,,40,43,,,
S30e06a73,2013/4,,,,,81,43,,,
S31205f52,2013/4,,,,,60,53,,,
S31878538,2014/5,,,,,76,67,,,
S323f9a61,2013/4,,,,,60,54,,,
S329e0046,2014/5,,,,,64,49,,,
S32bfca6b,2013/4,,,,,54,46,,,
S335f65d8,2014/5,,,,,50,55,,,
S343303eb,2014/5,,,,,90,68,,,
S34991586,2013/4,,,,,58,51,,,
S35064818,2014/5,,,,,66,58,,,
S355445a6,2014/5,,,,,69,52,,,
S3572e90a,2014/5,,,,,67,56,,,
S358e5460,2014/5,,,,,62,43,,,
S35ca7a53,2014/5,,,,,48,49,,,
S35d5c764,2014/5,,,,,70,50,,,
S36435107,2014/5,,,,,42,25,,,
S367575f8,2013/4,,,,,55,60,,,
S36ce29b9,2014/5,,,,,85,77,,,
S375c4304,2013/4,,,,,63,50,,,
S37815da7,2013/4,,,,,84,83,,,
S378aa8be,2013/4,,,,,60,67,,,
S37999986,2014/5,,,,,63,55,,,
S37a15ad5,2014/5,,,,,74,59,,,
S383afd4c,2014/5,,,,,82,75,,,
S3851fefe,2014/5,,,,,47,58,,,
S385aadc1,2014/5,,,,,56,67,,,
S38778d27,2014/5,,,,,75,58,,,
S38807ce5,2014/5,,,,,47,33,,,
S38d20808,2014/5,,,,,61,74,,,
S3936d157,2013/4,,,,,95,97,,,
S3944db9b,2014/5,,,,,55,24,,,
S396910ee,2013/4,,,,,67,71,,,
S39a5c936,2014/5,,,,,69,56,,,
S39b9b439,2014/5,,,,,52,44,,,
S3acd992b,2014/5,,,,,53,,,,
S3b1c0295,2013/4,,,,,66,59,,,
S3b628456,2013/4,,,,,71,45,,,
S3b6594a4,2013/4,,,,,69,57,,,
S3b6dc861,2014/5,,,,,54,,,,
S3c2a256a,2013/4,,,,,56,49,,,
S3c617388,2014/5,,,,,16,,,,
S3cd32c93,2014/5,,,,,97,96,,,
S3d35f78b,2014/5,,,,,73,74,,,
S3d444b0c,2014/5,,,,,70,71,,,
S3de0d329,2013/4,,,,,72,63,,,
S3de31311,2014/5,,,,,72,48,,,
S3e1707ed,2014/5,,,,,60,67,,,
S3e2d16ac,2013/4,,,,,93,87,,,
S3e81ab1f,2014/5,,,,,52,,,,
S3f41aad8,2014/5,,,,,50,56,,,
S3f46cc59,2013/4,,,,,72,49,,,
S3f62ad70,2013/4,,,,,81,63,,,
S3f9bbb1e,2014/5,,,,,76,57,,,
S3fc14c43,2014/5,,,,,76,62,,,
S3fc7e79d,2014/5,,,,,73,71,,,
S3fdef174,2013/4,,,,,71,51,,,
S3ff50c3f,2013/4,,,,,87,80,,,
S40ff8663,2013/4,,,,,40,33,,,
S41195d7b,2013/4,,,,,78,50,,,
S41e1593f,2014/5,,,,,80,53,,,
S420d3f73,2014/5,,,,,52,58,,,
S421090b4,2014/5,,,,,53,48,,,
S4224d0c8,2014/5,,,,,68,56,,,
S42834837,2013/4,,,,,78,60,,,
S42e76176,2014/5,,,,,66,53,,,
S434056bd,2014/5,,,,,51,62,,,
S436acfaf,2013/4,,,,,81,67,,,
S43e76744,2014/5,,,,,81,69,,,
S440e537f,2014/5,,,,,79,33,,,
S4423b37b,2014/5,,,,,61,56,,,
S4456b9f2,2014/5,,,,,74,42,,,
S4476c8f3,2014/5,,,,,58,53,,,
S44e93a59,2014/5,,,,,73,66,,,
S45313f5d,2014/5,,,,,69,61,,,
S454c0fd5,2013/4,,,,,66,60,,,
S458dac9b,2013/4,,,,,85,81,,,
S459c8073,2014/5,,,,,69,72,,,
S4653f120,2013/4,,,,,94,83,,,
S4675f48a,2014/5,,,,,75,88,,,
S46a2c2d8,2013/4,,,,,59,66,,,
S474709ad,2014/5,,,,,61,50,,,
S4755faea,2014/5,,,,,56,85,,,
S481fb9ac,2014/5,,,,,61,52,,,
S48cefb55,2014/5,,,,,67,54,,,
S4961f69f,2014/5,,,,,61,53,,,
S499814f5,2013/4,,,,,51,,,,
S49fb0917,2014/5,,,,,48,45,,,
S4a393914,2013/4,,,,,70,65,,,
S4a69e998,2014/5,,,,,80,64,,,
S4aa1724a,2014/5,,,,,85,77,,,
S4aa5bd17,2014/5,,,,,97,94,,,
S4acc1ac4,2013/4,,,,,58,61,,,
S4b0ad619,2013/4,,,,,68,51,,,
S4b2c03e6,2013/4,,,,,52,45,,,
S4b5a6051,2014/5,,,,,78,79,,,
S4ba469ed,2014/5,,,,,61,55,,,
S4bf84c3d,2014/5,,,,,71,60,,,
S4c6e9a9c,2013/4,,,,,69,56,,,
S4d4261a0,2014/5,,,,,89,77,,,
S4dd9e5e6,2014/5,,,,,47,41,,,
S4e3d7949,2014/5,,,,,65,60,,,
S4f51b34e,2013/4,,,,,52,49,,,
S518cbb15,2014/5,,,,,53,,,,
S52ec780f,2014/5,,,,,63,48,,,
S53704caf,2013/4,,,,,95,76,,,
S538bfea0,2013/4,,,,,48,43,,,
S544c35d2,2013/4,,,,,51,52,,,
S54661a51,2013/4,,,,,63,62,,,
S55f20447,2013/4,,,,,87,79,,,
S55faf184,2013/4,,,,,62,40,,,
S561fa074,2014/5,,,,,76,72,,,
S5642576c,2014/5,,,,,87,55,,,
S5648d9bb,2013/4,,,,,77,68,,,
S5649a275,2014/5,,,,,51,,,,
S564d1b5b,2013/4,,,,,79,63,,,
S5665f95d,2013/4,,,,,70,62,,,
S56665081,2014/5,,,,,66,53,,,
S569c2fd1,2014/5,,,,,49,42,,,
S569ff07e,2014/5,,,,,60,51,,,
S56e6008b,2014/5,,,,,64,44,,,
S56f02306,2014/5,,,,,61,47,,,
S574e1db3,2013/4,,,,,78,66,,,
S578754a9,2013/4,,,,,71,50,,,
S588f8d95,2014/5,,,,,73,56,,,
S592e7864,2014/5,,,,,60,45,,,
S5a0aec1e,2013/4,,,,,60,65,,,
S5a26d1f2,2014/5,,,,,73,58,,,
S5a632d09,2014/5,,,,,32,25,,,
S5a70a580,2013/4,,,,,63,52,,,
S5a74aa3f,2014/5,,,,,50,58,,,
S5ad9dad3,2013/4,,,,,47,47,,,
S5adb7eb2,2014/5,,,,,76,57,,,
S5af80f69,2014/5,,,,,55,39,,,
S5b48c9e7,2014/5,,,,,43,24,,,
S5bccef01,2014/5,,,,,87,81,,,
S5c2e31b4,2014/5,,,,,65,64,,,
S5c7009b4,2013/4,,,,,83,70,,,
S5c9d05d6,2013/4,,,,,57,57,,,
S5ce5cc78,2014/5,,,,,75,49,,,
S5ce6e7d3,2013/4,,,,,54,53,,,
S5d118dc3,2013/4,,,,,71,62,,,
S5d70d0f3,2014/5,,,,,50,48,,,
S5d9af885,2014/5,,,,,73,60,,,
S5e2aa48e,2014/5,,,,,67,69,,,
S5e8cfe0e,2014/5,,,,,51,34,,,
S5ea5a724,2013/4,,,,,75,71,,,
S5ede85c3,2013/4,,,,,79,85,,,
S5f939a7e,2014/5,,,,,81,78,,,
S5fe43bb6,2014/5,,,,,66,54,,,
S60331918,2014/5,,,,,54,52,,,
S60fc2b89,2014/5,,,,,80,89,,,
S62f7fda4,2014/5,,,,,75,47,,,
S639ef543,2014/5,,,,,71,61,,,
S63ba4b1f,2014/5,,,,,49,,,,
S645a875a,2014/5,,,,,66,48,,,
S6470a7f9,2014/5,,,,,46,51,,,
S653f1c25,2013/4,,,,,62,44,,,
S65c0d7e6,2014/5,,,,,93,82,,,
S6645c90c,2013/4,,,,,58,51,,,
S665e7b84,2013/4,,,,,87,84,,,
S66910b80,2013/4,,,,,57,70,,,
S66cbc83b,2013/4,,,,,56,56,,,
S66fa2c63,2013/4,,,,,59,54,,,
S6720e4e2,2013/4,,,,,66,,47,,
S6762aecd,2013/4,,,,,40,,,,
S67be14d5,2014/5,,,,,65,48,,,
S69506fa2,2013/4,,,,,73,54,,,
S6a1bf8f5,2013/4,,,,,86,73,,,
S6ad65ae3,2013/4,,,,,71,60,,,
S6ba6a05e,2014/5,,,,,40,52,,,
S6bb0e517,2014/5,,,,,68,56,,,
S6bf3cb61,2013/4,,,,,70,58,,,
S6c2d44d8,2013/4,,,,,90,89,,,
S6c43aefb,2014/5,,,,,66,57,,,
S6c8d8e40,2014/5,,,,,61,49,,,
S6cbfa500,2013/4,,,,,64,67,,,
S6d578623,2014/5,,,,,65,62,,,
S6d80afe6,2013/4,,,,,69,53,,,
S6da753f5,2014/5,,,,,15,,,,
S6da9405d,2013/4,,,,,73,63,,,
S6e642cde,2014/5,,,,,60,56,,,
S6e94745f,2014/5,,,,,73,60,,,
S6eb76340,2014/5,,,,,86,69,,,
S6eee2256,2014/5,,,,,69,68,,,
S6f72d614,2014/5,,,,,95,79,,,
S704cd700,2014/5,,,,,62,50,,,
S71de727f,2014/5,,,,,67,59,,,
S72ddee12,2014/5,,,,,57,52,,,
S735cb597,2014/5,,,,,71,54,,,
S743c4f1c,2014/5,,,,,77,53,,,
S7447c4fd,2014/5,,,,,50,,,,
S74e9b4cb,2013/4,,,,,59,44,,,
S75de949b,2013/4,,,,,63,51,,,
S75fb37cd,2014/5,,,,,74,63,,,
S760c23eb,2014/5,,,,,72,51,,,
S76474ecf,2014/5,,,,,85,66,,,
S764f74ce,2013/4,,,,,80,70,,,
S76926a6d,2014/5,,,,,19,,,,
S7692b518,2013/4,,,,,66,61,,,
S76c0d142,2014/5,,,,,89,84,,,
S78553e43,2014/5,,,,,60,45,,,
S785648ea,2013/4,,,,,55,55,,,
S78f0cd1f,2013/4,,,,,85,71,,,
S794e23ff,2013/4,,,,,69,72,,,
S797dac04,2014/5,,,,,75,65,,,
S7a29f017,2014/5,,,,,60,57,,,
S7af8b2ee,2014/5,,,,,45,51,,,
S7b415c4b,2013/4,,,,,50,,,,
S7b6dae65,2013/4,,,,,79,69,,,
S7b90c1c7,2013/4,,,,,79,65,,,
S7c25792a,2014/5,,,,,55,55,,,
S7c7f2851,2014/5,,,,,52,52,,,
S7d54ccbf,2013/4,,,,,43,36,,,
S7d609354,2013/4,,,,,77,72,,,
S7d7a8567,2014/5,,,,,80,59,,,
S7db178ab,2014/5,,,,,94,81,,,
S7e2ccb84,2013/4,,,,,86,77,,,
S7e743e9e,2013/4,,,,,89,86,,,
S7eccadc7,2013/4,,,,,48,52,,,
S7edaf719,2013/4,,,,,66,69,,,
S7f2aa9aa,2013/4,,,,,61,68,,,
S7f40a7a5,2013/4,,,,,70,64,,,
S7f477895,2014/5,,,,,63,73,,,
S7f627de5,2013/4,,,,,67,71,,,
S7fb28430,2014/5,,,,,64,58,,,
S8093d3c9,2014/5,,,,,73,63,,,
S80f141e1,2013/4,,,,,71,46,,,
S81897a79,2013/4,,,,,58,64,,,
S823c9dc1,2013/4,,,,,91,80,,,
S823f5df9,2013/4,,,,,86,79,,,
S83850517,2013/4,,,,,81,65,,,
S840596ff,2014/5,,,,,64,80,,,
S8415a71d,2013/4,,,,,81,67,,,
S84495db8,2013/4,,,,,70,70,,,
S84840baa,2014/5,,,,,70,46,,,
S85f06c68,2014/5,,,,,88,62,,,
S861961c2,2013/4,,,,,84,77,,,
S863966b0,2014/5,,,,,87,71,,,
S8643e0ec,2013/4,,,,,68,59,,,
S8676042b,2014/5,,,,,74,77,,,
S86960b8c,2013/4,,,,,96,96,,,
S86a02053,2013/4,,,,,87,73,,,
S86b6a5f8,2014/5,,,,,60,55,,,
S87e67346,2014/5,,,,,82,73,,,
S87fdc1ce,2014/5,,,,,52,52,,,
S882d7d00,2013/4,,,,,65,71,,,
S8872572a,2014/5,,,,,82,75,,,
S88d828a3,2014/5,,,,,48,54,,,
S899869d9,2014/5,,,,,59,51,,,
S89ca1214,2013/4,,,,,40,47,,,
S8a342e19,2014/5,,,,,79,73,,,
S8b9204d8,2013/4,,,,,75,62,,,
S8c00bb02,2014/5,,,,,60,54,,,
S8cd9d34d,2014/5,,,,,71,52,,,
S8cf8bf46,2013/4,,,,,72,57,,,
S8cfa7de3,2014/5,,,,,49,,,,
S8db660c3,2014/5,,,,,60,50,,,
S8dc829c2,2013/4,,,,,89,,,,
S8dc98d79,2014/5,,,,,57,53,,,
S8deaf382,2013/4,,,,,69,58,,,
S8e07feb7,2013/4,,,,,92,99,,,
S8e5ebfa1,2013/4,,,,,72,57,,,
S8e78c358,2014/5,,,,,50,54,,,
S8e88edaa,2013/4,,,,,70,66,,,
S8eae4106,2013/4,,,,,90,75,,,
S8edf5487,2014/5,,,,,56,62,,,
S8efe283b,2014/5,,,,,71,61,,,
S8f15bd53,2014/5,,,,,56,,,,
S9036aa31,2014/5,,,,,48,48,,,
S90518c8a,2014/5,,,,,58,51,,,
S90519c3d,2014/5,,,,,51,61,,,
S905a1077,2013/4,,,,,89,80,,,
S90a36ffd,2013/4,,,,,63,68,,,
S90a6bdaa,2014/5,,,,,65,69,,,
S912390c3,2014/5,,,,,54,39,,,
S91710fbd,2013/4,,,,,66,49,,,
S91915238,2013/4,,,,,95,76,,,
S92240c31,2013/4,,,,,89,82,,,
S923aac0c,2014/5,,,,,96,85,,,
S9274650c,2014/5,,,,,58,58,,,
S93429794,2014/5,,,,,42,,,,
S938af842,2013/4,,,,,64,62,,,
S93916e9b,2013/4,,,,,62,61,,,
S93c47cf7,2014/5,,,,,80,88,,,
S9404a857,2014/5,,,,,79,58,,,
S944d07d6,2014/5,,,,,50,,,,
S94d4e833,2014/5,,,,,81,63,,,
S94f63273,2014/5,,,,,70,64,,,
S95697f5a,2014/5,,,,,84,83,,,
S95a5a682,2013/4,,,,,62,43,,,
S96fa5daa,2013/4,,,,,89,76,,,
S97657647,2013/4,,,,,55,41,,,
S97b34288,2013/4,,,,,76,72,,,
S97b752a0,2013/4,,,,,59,64,,,
S97cfbf5f,2014/5,,,,,64,67,,,
S9893a6c7,2014/5,,,,,70,60,,,
S989b9cc6,2013/4,,,,,43,,,,
S99284a25,2014/5,,,,,56,43,,,
S99585219,2013/4,,,,,77,69,,,
S99a2fd1c,2014/5,,,,,63,66,,,
S9a44da45,2014/5,,,,,55,40,,,
S9a638060,2014/5,,,,,57,35,,,
S9a698cd0,2013/4,,,,,81,62,,,
S9ac78a95,2014/5,,,,,72,52,,,
S9ba4c367,2014/5,,,,,76,80,,,
S9c2326b9,2013/4,,,,,52,33,,,
S9c97f90d,2014/5,,,,,61,62,,,
S9c9f0cce,2014/5,,,,,90,69,,,
S9cca0135,2013/4,,,,,71,64,,,
S9cf20284,2013/4,,,,,74,72,,,
S9d58a44a,2013/4,,,,,81,67,,,
S9d5cdd86,2014/5,,,,,64,52,,,
S9f270320,2014/5,,,,,80,71,,,
S9faba676,2013/4,,,,,87,86,,,
S9ffceb5f,2013/4,,,,,91,89,,,
Sa092ac31,2013/4,,,,,70,62,,,
Sa0b5a426,2014/5,,,,,40,15,,,
Sa18f73b7,2014/5,,,,,72,57,,,
Sa1a44e1e,2014/5,,,,,73,66,,,
Sa1d03079,2014/5,,,,,67,65,,,
Sa210d268,2013/4,,,,,87,73,,,
Sa29c014d,2013/4,,,,,52,63,,,
Sa2b1973a,2014/5,,,,,58,52,,,
Sa2c24f3e,2013/4,,,,,97,90,,,
Sa30ca955,2014/5,,,,,75,61,,,
Sa35ecd0f,2014/5,,,,,69,64,,,
Sa37861a3,2014/5,,,,,85,83,,,
Sa3a6c94b,2013/4,,,,,67,55,,,
Sa41cfd73,2013/4,,,,,59,56,,,
Sa433b916,2014/5,,,,,55,44,,,
Sa461744a,2014/5,,,,,64,64,,,
Sa46ae797,2014/5,,,,,70,50,,,
Sa507565e,2013/4,,,,,79,62,,,
Sa50bda51,2014/5,,,,,57,55,,,
Sa52f640d,2014/5,,,,,55,54,,,
Sa58c853e,2014/5,,,,,73,64,,,
Sa5dae1fb,2014/5,,,,,65,57,,,
Sa602a10f,2014/5,,,,,61,52,,,
Sa715f05e,2014/5,,,,,17,,,,
Sa7526826,2013/4,,,,,44,43,,,
Sa752deb7,2014/5,,,,,63,56,,,
Sa7a6f0da,2014/5,,,,,52,,,,
Sa7fec522,2014/5,,,,,82,59,,,
Sa89781cc,2013/4,,,,,81,68,,,
Saa76d9b1,2014/5,,,,,61,54,,,
Saa7b97c1,2014/5,,,,,46,52,,,
Saa8783ad,2013/4,,,,,97,96,,,
Saaa04b58,2014/5,,,,,25,,,,
Saadd0283,2013/4,,,,,57,61,,,
Saaf39b0e,2013/4,,,,,77,68,,,
Sab29354b,2013/4,,,,,81,82,,,
Sabb5aedf,2014/5,,,,,49,49,,,
Sabb7d5cb,2013/4,,,,,84,79,,,
Sac085560,2014/5,,,,,54,55,,,
Sac1f5021,2013/4,,,,,53,63,,,
Sac75755f,2014/5,,,,,76,92,,,
Sacd5e2c5,2013/4,,,,,73,68,,,
Sacd5fd52,2013/4,,,,,89,86,,,
Sad083586,2014/5,,,,,42,22,,,
Sad774aec,2013/4,,,,,91,68,,,
Sadd79fe3,2014/5,,,,,50,49,,,
Sade10d8d,2014/5,,,,,81,69,,,
Sae80aace,2014/5,,,,,64,77,,,
Sae83aa14,2014/5,,,,,71,,,,
Saea31bf7,2014/5,,,,,66,47,,,
Saea5192f,2014/5,,,,,51,,,,
Saf68ff9e,2014/5,,,,,45,43,,,
Saf9690e6,2014/5,,,,,79,64,,,
Sb0f11f26,2013/4,,,,,71,59,,,
Sb16c4fdf,2014/5,,,,,71,73,,,
Sb19ed5fb,2013/4,,,,,71,81,,,
Sb205a4ee,2014/5,,,,,62,50,,,
Sb2557b42,2014/5,,,,,56,51,,,
Sb2869dda,2014/5,,,,,56,48,,,
Sb2f031af,2013/4,,,,,61,44,,,
Sb3b9ee6f,2013/4,,,,,76,70,,,
Sb3c5a529,2013/4,,,,,89,88,,,
Sb42a3acc,2014/5,,,,,47,55,,,
Sb42ce761,2014/5,,,,,82,84,,,
Sb469c4ef,2014/5,,,,,60,63,,,
Sb56bcfba,2014/5,,,,,59,52,,,
Sb5c7b2eb,2014/5,,,,,66,55,,,
Sb5e7c3ea,2014/5,,,,,68,61,,,
Sb6569d7c,2013/4,,,,,73,62,,,
Sb768ec54,2014/5,,,,,75,59,,,
Sb7be7ebd,2014/5,,,,,57,49,,,
Sb7cfcd1a,2013/4,,,,,53,45,,,
Sb832e883,2014/5,,,,,90,91,,,
Sb835e8c6,2013/4,,,,,92,89,,,
Sb8b7a51c,2014/5,,,,,57,48,,,
Sb90c5949,2013/4,,,,,51,49,,,
Sb974c2c5,2013/4,,,,,67,80,,,
Sb9767933,2014/5,,,,,73,62,,,
Sb97e9367,2014/5,,,,,81,78,,,
Sba35db45,2014/5,,,,,73,51,,,
Sba4467c2,2014/5,,,,,62,52,,,
Sba97285c,2014/5,,,,,22,,,,
Sbb2bad1f,2014/5,,,,,81,64,,,
Sbb33b64b,2013/4,,,,,63,58,,,
Sbbf417dd,2013/4,,,,,58,64,,,
Sbc3e8d48,2014/5,,,,,66,62,,,
Sbce58ea4,2013/4,,,,,72,50,,,
Sbced7447,2014/5,,,,,66,52,,,
