"AnonID","X","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Total"
"S057c2922","",5,5,5,5,0,0,0,0,5,5,2.5,5,0,0,0,5,5,5,5,0,57.5
"Sf1f8ee9a","",5,5,0,5,5,0,5,0,5,5,5,1,5,5,5,5,5,5,0,5,76
"Sb62dc6d8","",5,5,5,5,5,5,5,5,5,2.5,5,5,5,2,5,5,5,0,0,0,79.5
"S2dc5e55c","",5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"S288dc172","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sffcde072","",5,5,5,5,5,0,5,5,0,0,5,5,5,2,5,5,5,5,0,5,77
"S844ff956","",,,,,,,,,,,,,,,,,,,,,
"Sbc7dcaca","",0,5,0,2,5,2,0,5,5,5,5,0,2,5,5,5,5,5,5,0,66
"Safca03b7","",,,,,,,,,,,,,,,,,,,,,
"S7c931258","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100
"Sa1490fd9","",,,,,,,,,,,,,,,,,,,,,
"Sd1071ab9","",,,,,,,,,,,,,,,,,,,,,
"S7e529222","",5,5,5,5,5,2,5,5,5,5,5,0,5,5,5,5,5,5,0,5,87
"S6462f288","",2.5,5,5,3.5,5,2,5,0,5,5,2.5,5,2,2,0,5,5,5,0,0,64.5
"S36f18c7b","",2.5,5,5,4,5,2,5,0,5,5,2.5,5,0,2,5,5,5,5,0,0,68
"Sb7f4ce61","",,,,,,,,,,,,,,,,,,,,,
"Se90cd33d","",5,5,5,5,5,2,5,5,5,5,5,5,5,4,5,5,5,5,0,5,91
"S548d968c","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100
"S3c1ad308","",5,5,5,3.5,5,2,0,5,5,0,5,5,2,2,5,5,5,5,0,0,69.5
"Sabd73ce7","",5,5,5,5,5,5,5,5,5,2.5,5,5,5,5,5,5,5,0,0,5,87.5
"Scaaa77f8","",5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,95
"S477b0a93","",5,5,5,3,5,0,5,5,5,2.5,5,5,0,2,5,5,5,5,5,5,82.5
"Sc60ceb43","",5,5,0,4,5,2,5,5,5,2.5,5,5,5,2,0,5,5,5,5,0,75.5
"S3547b46c","",5,5,5,5,5,2,5,5,5,5,5,5,5,2,0,5,5,5,5,5,89
"S182971e3","",5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,5,5,5,5,0,85
"Sf7d7afcd","",5,5,5,5,5,0,5,5,5,5,5,5,5,4,5,5,5,0,5,5,89
"S76f14379","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,3.75,5,5,5,5,5,98.75
"S97074d79","",5,5,5,5,5,3,5,5,5,5,2.5,5,5,5,5,5,5,5,5,5,95.5
"S8738620f","",5,5,0,2,5,5,5,0,5,2.5,2.5,5,5,2,5,5,5,0,5,5,74
"S1166fa57","",5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,0,5,94
"S77490967","",5,0,0,4,5,2,5,5,5,5,1.25,5,5,0,2.5,5,5,5,0,0,64.75
"Sadd682f9","",5,5,0,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,85
"S22971448","",5,5,5,5,5,2,2.5,5,5,2.5,0,5,5,5,5,5,5,5,5,5,87
"S36fb0d8c","",5,0,0,4,5,2,5,5,5,2.5,5,5,5,5,2.5,5,5,5,5,0,76
"Sb64f84a5","",5,5,0,4,5,2,5,5,5,2.5,5,1,5,4,5,5,5,5,5,0,78.5
"S051f7975","",5,5,5,5,5,0,5,0,5,2.5,5,5,5,5,5,5,5,5,5,5,87.5
"Sf0c5366e","",5,5,5,5,5,2,5,5,5,5,2.5,5,5,2,2.5,5,5,5,0,0,79
"Sebff11e3","",2.5,5,5,2,5,0,5,5,5,2.5,5,0,5,0,5,5,5,5,5,0,72
"S9fbaf3dd","",,,,,,,,,,,,,,,,,,,,,
"Sc48b888f","",5,5,0,4.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5
"S62e3dc7e","",5,5,0,4,5,0,5,5,5,5,2.5,0,5,1,5,5,5,5,5,0,72.5
"See88f9fb","",5,5,5,5,5,0,5,5,5,5,5,4,5,2,5,5,5,5,5,5,91
"Sadaf6d9b","",5,5,5,5,5,5,5,5,5,2.5,5,5,5,5,5,5,5,5,5,5,97.5
"Se56a3e00","",5,5,0,2.5,5,2,2.5,5,5,2.5,1.25,1,0,0,2.5,0,5,5,0,0,49.25
"S6dee7133","",5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,97
"S665aab5e","",,,,,,,,,,,,,,,,,,,,,
"S35187ae5","",,,,,,,,,,,,,,,,,,,,,
"S176c08e1","",5,5,5,3.5,5,0,5,5,5,0,5,5,5,0,5,5,5,5,0,0,73.5
"Sa26ed9fc","",5,5,5,4,5,2,5,0,5,5,5,5,0,0,5,5,5,0,0,0,66
"Seeb876da","",5,5,5,4,0,0,5,0,5,2.5,5,5,2,5,5,5,5,5,0,0,68.5
"Sfe88da59","",5,5,5,3,5,5,5,5,5,2.5,5,5,5,2,5,5,5,5,5,0,87.5
"Sae5964a7","",5,5,5,0,5,2,0,5,5,0,0,5,5,0,0,5,5,5,0,0,57
"Sd7773341","",5,5,0,5,0,0,0,0,5,5,5,0,0,2,5,5,5,5,0,0,52
"S61d466ab","",,,,,,,,,,,,,,,,,,,,,
"Sdc7f75ca","",5,5,5,4.5,5,2,5,5,5,5,2.5,5,5,2,5,5,5,5,5,5,91
"S8cbd3afe","",5,5,5,4,5,2,5,5,0,0,5,5,2,0,5,0,0,5,5,0,63
"Sddc64b3a","",5,5,5,2,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,0,88
"S0dd3bbb4","",5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,5,5,5,0,5,89
"S7c4adc31","",5,5,5,5,5,0,5,5,5,2.5,5,5,5,4,5,5,5,0,5,0,81.5
"Se11027eb","",5,5,5,3.5,0,0,5,5,5,5,5,5,5,2,5,5,5,5,5,5,85.5
"S47523931","",,,,,,,,,,,,,,,,,,,,,
"S66cbe34a","",5,5,0,3,0,0,5,0,0,2.5,0,0,0,0,0,5,5,0,0,0,30.5
"S2c58c3d6","",5,5,0,5,5,0,5,0,5,5,5,5,0,5,2.5,5,5,5,5,0,72.5
"Se4d3c012","",5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,95
"S9e5ff76a","",5,5,5,3.5,0,3,5,5,5,5,2.5,5,5,5,0,5,5,5,5,5,84
"S0a5b808d","",,,,,,,,,,,,,,,,,,,,,
"S7b5419c8","",5,5,5,5,5,5,5,5,5,2.5,2.5,5,5,5,5,5,5,5,5,0,90
"S2270a21b","",2.5,0,5,2.5,5,2,5,5,5,2.5,2.5,5,5,2,5,5,5,5,5,0,74
"S2e54bcb8","",5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,95
"Sdf4d1268","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S12a0c9a7","",,,,,,,,,,,,,,,,,,,,,
"S36f78ea3","",5,5,5,5,5,2,5,5,5,5,2.5,5,5,5,5,5,5,5,5,5,94.5
"S1ce881b4","",2.5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,5,5,5,0,5,86.5
"S10a8c025","",,,,,,,,,,,,,,,,,,,,,
"S0d972c36","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100
"S7500497c","",,,,,,,,,,,,,,,,,,,,,
"Se29eba6b","",5,0,5,3,5,0,0,5,5,2.5,5,5,5,5,5,5,5,5,5,5,80.5
"S581b17c6","",5,0,5,4,5,2,5,0,5,5,5,5,2,0,2.5,0,5,0,0,0,55.5
"S6b347570","",,,,,,,,,,,,,,,,,,,,,
"Sddc42099","",5,0,5,5,5,2,5,5,5,2.5,2.5,5,5,5,5,5,5,5,5,0,82
"S49cbc4a3","",5,5,0,0,0,5,5,5,5,2.5,5,4,5,2,5,5,5,5,0,0,68.5
"S85311f63","",5,5,0,3,0,0,0,5,5,2.5,2.5,1,5,5,5,5,5,5,5,5,69
"S1cb71e63","",2.5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,92.5
"Sa36c9f0c","",2.5,5,0,4,5,2,0,5,5,5,0,0,5,2,5,5,5,5,0,5,65.5
"Sef052151","",5,5,5,2.5,5,0,5,5,5,2.5,5,5,5,5,5,5,5,5,5,5,90
"Sd4b4b86e","",5,5,0,3,5,2,0,5,5,0,3.75,1,5,2,2.5,5,5,5,0,0,59.25
"S1ce2a509","",,,,,,,,,,,,,,,,,,,,,
"S192439a1","",2.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
"Scd711ef0","",,,,,,,,,,,,,,,,,,,,,
"Sd55844a7","",5,5,5,4,5,2,5,5,5,5,5,5,5,5,5,5,5,0,0,5,86
"S43f69be9","",5,5,0,5,5,2,2.5,5,0,5,5,5,5,5,5,5,5,5,5,5,84.5
"S67a2df5b","",5,5,0,3.5,5,0,5,0,5,2.5,5,0,5,5,2.5,5,5,0,0,0,58.5
"Sb3a5ea23","",5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,95
"Scbde0fad","",5,5,5,5,5,5,5,5,5,5,2.5,5,5,5,5,5,5,5,5,5,97.5
"S5681533f","",5,0,0,5,5,5,5,5,5,0,5,0,5,2,5,5,5,5,5,0,72
"Sc760e1a6","",5,5,5,5,5,0,5,0,5,5,5,5,2,5,5,5,5,5,5,5,87
"Sdbf7c3b4","",0,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,94
"S79571147","",5,5,5,1,5,0,0,0,0,5,5,4,5,5,0,5,5,0,5,5,65
"S3b97b801","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100
"S2630d3e2","",5,5,0,5,5,2,5,5,5,0,5,5,5,2,5,5,5,5,5,5,84
"S5cc7d9ea","",5,5,5,5,5,0,5,5,5,5,5,5,5,2,5,5,5,5,5,0,87
"Sa052b80f","",5,5,5,5,5,0,5,5,5,5,5,5,5,2,5,5,5,5,5,5,92
"Sb875441d","",5,5,0,3,5,2,5,5,5,5,5,5,5,2,5,5,5,5,0,5,82
"S88cf1634","",5,5,5,5,5,0,2.5,5,5,5,5,5,5,5,0,5,5,5,5,5,87.5
"Sadfba21f","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100
"S758a847a","",5,5,0,4.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,19.5
"S47587b48","",5,2.5,0,3,5,5,5,5,5,5,2.5,0,5,0,0,5,5,0,0,0,58
"S49c217bc","",5,5,0,1,5,0,2.5,5,5,2.5,2.5,5,0,0,2.5,5,5,0,0,0,51
"S62eb50ee","",2.5,5,5,2,5,0,0,5,5,0,2.5,5,0,2,5,0,0,5,5,0,54
"S3e66c229","",2.5,5,5,3,5,2,0,0,5,5,2.5,5,0,1,0,5,5,0,0,0,51
"Sc0585786","",5,5,0,4.5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,0,5,86.5
"S299377ca","",,,,,,,,,,,,,,,,,,,,,
"S365ef1f0","",5,5,5,5,5,0,5,0,5,0,2.5,5,5,5,5,5,5,0,5,5,77.5
"S2b1d55c9","",2.5,5,0,5,5,2,5,5,5,2.5,5,1,5,2,0,5,5,0,5,0,65
"Sdfc46569","",5,5,0,1.5,0,2,5,0,5,0,5,5,2,5,5,5,5,5,5,0,65.5
"Sc0874442","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100
"Sd6b246f7","",5,5,0,4,5,0,5,5,5,5,5,5,5,2,5,5,5,5,0,0,76
"S09988589","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,95
"S272da562","",,,,,,,,,,,,,,,,,,,,,
"S5c3e1fd1","",5,5,0,5,5,5,5,5,5,5,5,5,2,5,5,5,5,0,5,5,87
"Sc831d08a","",,,,,,,,,,,,,,,,,,,,,
"S486dd5b4","",2.5,5,0,2.5,5,5,5,0,5,2.5,5,5,0,4,5,5,5,0,0,0,61.5
"S9d66dc60","",5,5,5,4,5,2,5,5,5,5,5,5,5,5,5,5,5,0,5,5,91
"S34a4ad94","",5,5,0,3,0,2,5,5,5,2.5,5,5,0,2,2.5,5,5,5,5,0,67
"S7514bb8f","",5,5,5,5,5,0,0,5,5,0,5,5,5,2,5,5,5,5,0,0,72
"S0de442a3","",,,,,,,,,,,,,,,,,,,,,
"S7e467c2a","",5,2.5,5,2,5,2,0,5,5,5,0,1,0,3,2.5,5,5,0,5,0,58
"Sa071ac7c","",5,5,5,5,5,2,5,5,5,5,5,5,3,2,3.75,5,5,0,5,5,85.75
"Sdeaed4e5","",5,5,5,5,5,0,5,5,5,5,5,5,5,0,0,5,5,5,0,0,75
"Sd55e990a","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,0,90
"Sb8c9955e","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S0ad6aa01","",,,,,,,,,,,,,,,,,,,,,
"S54837e00","",5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,5,5,5,0,0,79
"S2b3c2a19","",2.5,5,5,5,0,2,2.5,5,5,5,5,5,5,1,2.5,5,5,5,5,5,80.5
"Se51701a8","",2.5,5,5,3,5,2,0,5,5,5,5,5,0,1,0,5,0,0,0,0,53.5
"S9c55954b","",,,,,,,,,,,,,,,,,,,,,
"Sdc6f947d","",5,5,0,2.5,5,0,5,5,5,5,5,1,5,2,5,5,5,5,0,5,75.5
"S8733ee45","",,,,,,,,,,,,,,,,,,,,,
"S421dce63","",,,,,,,,,,,,,,,,,,,,,
"S70dfcf71","",5,5,5,5,5,2,5,5,5,5,5,0,5,1,5,5,5,0,5,5,83
"S8fdf0fb7","",5,5,5,5,5,2,5,5,5,5,0,5,5,4,5,5,5,5,5,5,91
"S03ac0ab0","",5,5,0,5,5,2,5,5,5,5,5,5,5,2,2.5,5,5,5,0,0,76.5
"S621fa1f6","",,,,,,,,,,,,,,,,,,,,,
"Sfc204b61","",5,5,0,4,5,2,5,0,0,0,2.5,5,5,5,0,5,5,5,0,0,58.5
"S6fe3ba51","",5,5,0,5,5,5,5,5,5,2.5,5,5,0,2,0,5,5,5,5,0,74.5
"Sfd6545bc","",2.5,5,0,3.5,5,2,5,5,5,5,5,5,5,0,5,5,5,5,5,5,83
"Se08c758f","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100
"Sf2cd865d","",5,5,5,5,5,0,5,0,5,5,5,0,5,5,5,5,5,5,5,0,80
"S2dbb639f","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sc3e5fc4c","",5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,5,5,5,5,5,94
"S8da29e6c","",5,5,0,4,5,2,5,5,5,0,2.5,5,5,0,5,0,5,0,0,0,58.5
"Sf35271a9","",5,0,5,5,5,2,5,5,5,5,5,1,5,4,5,5,5,5,5,5,87
"S5f754864","",,,,,,,,,,,,,,,,,,,,,
"S7baccdd9","",5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,5,5,5,5,0,89
"Se14fc203","",5,5,5,3,5,5,0,0,5,2.5,2.5,0,5,1,5,5,5,0,0,5,64
"Sb3547ffd","",,,,,,,,,,,,,,,,,,,,,
"S2efca892","",5,5,0,5,5,2,5,5,5,0,5,5,5,2,1.25,5,5,0,5,0,70.25
"S7a9d8995","",,,,,,,,,,,,,,,,,,,,,
"Se230ca5d","",5,5,0,4,5,0,5,5,5,5,5,5,5,2,3.75,5,5,5,5,5,84.75
"S440f8e87","",5,5,0,4,5,2,5,5,5,5,2.5,5,5,5,5,5,5,5,0,0,78.5
"Sbd1990a6","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100
"Sc9f7a5e6","",,,,,,,,,,,,,,,,,,,,,
"Sfa483b48","",5,5,5,2,5,5,5,5,5,2.5,5,5,5,5,5,5,5,5,0,5,89.5
"S3bbc85a8","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,95
"S6188e55d","",5,5,5,5,5,2,5,5,5,5,5,5,2,2,5,5,5,5,5,5,91
"S81809d80","",2.5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,92.5
"Scbf52d93","",5,5,5,5,5,5,0,5,5,5,5,5,2,2,5,5,5,5,0,0,79
"Sf0e288e8","",,,,,,,,,,,,,,,,,,,,,
"Sef7f68cf","",5,5,0,5,5,2,5,5,5,5,5,0,5,5,5,5,5,0,0,0,72
"Sa409a767","",2.5,5,5,5,0,0,5,0,0,2.5,5,5,5,5,0,0,0,0,5,0,50
"Se346601a","",2.5,5,5,3,5,5,5,0,5,2.5,1.25,1,5,5,0,5,5,5,0,0,65.25
"S51efb640","",5,0,5,3,5,0,0,0,5,0,2.5,5,0,0,2.5,0,0,0,0,0,33
"S6572d5ef","",5,5,5,5,5,2,5,0,5,5,5,5,5,5,5,5,5,0,5,5,87
"S168f684a","",2.5,5,5,4,5,2,5,5,5,5,3.75,5,5,5,1.25,5,5,5,5,0,83.5
"S8193a398","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,95
"Sdaa463a3","",5,5,5,3,5,0,2.5,5,5,2.5,5,0,0,0,1.25,5,0,0,0,0,49.25
"Se7c1fdd0","",5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,95
"S23b460cd","",,,,,,,,,,,,,,,,,,,,,
"S05a0e549","",2.5,5,5,5,5,0,0,5,5,2.5,2.5,5,5,2,1.25,5,5,5,0,0,65.75
"S373090b6","",5,5,5,4,5,0,5,5,5,2.5,2.5,5,5,5,2.5,0,5,5,5,0,76.5
"Seb72100e","",0,0,0,2,5,0,0,5,0,0,1.25,0,0,0,2.5,0,0,0,0,0,15.75
"Se1e8ec6d","",5,5,5,2.5,5,5,5,5,5,2.5,5,5,5,2,5,5,5,5,5,0,87
"S3b5f467b","",5,2.5,5,3.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"Sfbce6fa8","",5,5,5,0,5,2,5,5,5,5,0,5,5,2,5,5,5,5,5,0,79
"S618dfba4","",5,5,5,2,5,5,5,0,5,0,2.5,5,5,2,0,5,5,5,0,0,66.5
"S74efb603","",5,5,0,2,0,0,0,0,5,0,3.75,5,5,0,5,5,5,0,5,5,55.75
"S038b26e6","",2.5,5,0,2.5,0,5,0,5,5,2.5,5,5,5,0,5,5,5,5,0,0,62.5
"Sde21071a","",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"S14f1d22a","",5,5,5,4,5,2,5,0,5,5,5,5,2,2,0,5,5,5,5,0,75
"Sd243257a","",5,5,5,5,5,0,5,5,5,0,5,5,5,5,5,5,5,5,0,0,80
"Sfc229973","",5,5,5,5,5,2,5,5,5,5,5,5,2,5,5,5,5,5,5,5,94
"Scd19c2ed","",0,0,0,0,0,0,0,5,0,0,2.5,0,3,0,0,5,5,0,0,0,20.5
"S43fdd741","",,,,,,,,,,,,,,,,,,,,,
"S00b280ab","",5,5,5,5,5,5,5,5,5,5,3.75,0,5,2,3.75,5,5,5,0,0,79.5
"S1ff0158c","",5,5,5,4,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,94
"S69c565bc","",5,5,5,3,5,2,5,5,5,5,5,5,5,5,5,5,5,5,0,0,85
"S4db3fb4e","",,,,,,,,,,,,,,,,,,,,,
"S0ca75131","",,,,,,,,,,,,,,,,,,,,,
"S542baac8","",5,5,5,2,0,0,0,5,5,0,5,5,0,0,5,5,5,5,5,0,62
"Sce4664c7","",,,,,,,,,,,,,,,,,,,,,
"Sec1bab4a","",,,,,,,,,,,,,,,,,,,,,
"S0ad5aadb","",2.5,5,0,0,0,0,5,5,5,5,5,5,5,2,2.5,5,5,5,0,0,62
"Se11643f7","",5,5,5,3.5,5,0,5,0,0,5,2.5,5,5,2,5,5,5,5,5,5,78
"S15c05684","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S131f2996","",5,2.5,5,5,5,5,5,0,5,5,5,5,2,5,5,5,5,5,5,5,89.5
"Sfe834984","",5,5,0,3,0,0,5,5,5,0,5,5,5,2,0,5,5,5,0,0,60
"S5cced580","",,,,,,,,,,,,,,,,,,,,,
"S811ea275","",0,0,5,0,5,0,0,5,5,0,5,5,0,0,0,5,5,5,0,0,45
"Sb72ad018","",5,5,5,5,5,2,0,5,5,5,5,5,5,5,5,5,5,5,5,0,87
"Sedf4319d","",5,5,5,4.5,5,2,5,5,5,2.5,5,0,5,5,5,5,5,5,0,5,84
"S2bb22842","",,,,,,,,,,,,,,,,,,,,,
"S3bd31b75","",5,5,5,3,5,0,5,5,5,5,5,5,5,5,5,5,5,0,0,5,83
"Se79f2173","",5,2.5,0,5,5,0,5,5,5,2.5,2.5,4,5,2,5,0,5,0,0,0,58.5
"S69c7b7ae","",5,5,5,5,5,0,5,5,5,5,5,5,5,2,5,5,5,5,0,0,82
"S93094c31","",,,,,,,,,,,,,,,,,,,,,
"Sa1ec3347","",5,5,5,4,5,2,5,5,5,0,5,5,0,2,5,5,5,5,5,0,78
"S3f1be424","",5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
"S58326aad","",2.5,5,5,5,5,5,5,5,5,2.5,5,5,5,5,5,5,5,5,5,0,90
"S463a3c6b","",5,5,5,5,5,2,5,0,5,5,5,5,5,5,0,5,5,5,5,5,87
"Sb9d8a013","",2.5,0,5,1.5,0,2,5,0,5,2.5,1.25,5,2,1,5,0,5,5,0,0,47.75
"Sbf9e49b7","",5,5,0,1,5,0,5,5,0,2.5,5,5,5,0,5,5,5,0,0,0,58.5
"Sbccbd7db","",2.5,0,5,2,5,0,0,0,5,0,2.5,0,0,2,3.75,5,5,0,0,5,42.75
"S3b5df1c1","",5,5,0,4,0,0,0,5,5,5,5,5,5,2,0,5,5,5,5,0,66
"S4781aab6","",5,5,5,3,5,0,5,0,5,2.5,5,4,5,5,5,5,5,0,0,0,69.5
"S150fb80c","",,,,,,,,,,,,,,,,,,,,,
"S4c8af370","",5,5,5,2.5,5,5,0,5,5,5,5,5,2,2,5,5,5,0,0,0,71.5
"S88e8b725","",,,,,,,,,,,,,,,,,,,,,
"Sbae3867e","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100
"S00d40d8b","",5,5,5,4,5,2,5,5,5,5,5,5,5,5,0,5,5,5,5,5,91
"S2c5440f9","",2.5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,92.5
"S084581e3","",5,5,0,3,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,88
"Sd1ae4e8b","",,,,,,,,,,,,,,,,,,,,,
"Sd7d60060","",5,5,5,4.5,5,2,5,5,5,5,5,5,2,5,5,5,5,5,5,5,93.5
"S122eb2af","",5,5,5,5,5,0,5,5,5,5,5,5,5,2,5,5,5,5,5,5,92
"S1d8dd665","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100
"Sc2a20be2","",5,5,5,5,5,2,5,5,5,2.5,5,5,2,5,5,5,5,5,5,5,91.5
"Sf1233203","",0,5,5,5,5,2,5,0,5,5,5,5,5,2,5,5,5,5,5,5,84
"S59d57cea","",5,0,5,5,5,2,5,5,5,5,5,5,5,5,0,5,5,0,5,5,82
"S0792fd8a","",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Sbdead406","",5,5,5,5,5,2,5,5,5,5,5,5,2,5,5,5,5,5,5,5,94
"S1829b101","",,,,,,,,,,,,,,,,,,,,,
"Sb8f74b42","",5,5,5,3.5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,95.5
"S8b5f9d18","",5,5,0,5,0,0,5,0,5,5,5,5,5,0,5,0,0,5,0,0,55
"S18ccac13","",,,,,,,,,,,,,,,,,,,,,
"Sba59be66","",2.5,5,0,3,5,0,5,5,5,5,5,5,5,1,5,5,5,5,5,0,76.5
"S4c7a0dd7","",,,,,,,,,,,,,,,,,,,,,
"S04b18236","",5,5,5,5,5,0,5,0,5,5,2.5,5,5,5,5,5,5,5,5,5,87.5
"S7133959e","",,,,,,,,,,,,,,,,,,,,,
"S3d70c4a2","",5,5,5,5,5,0,5,5,5,2.5,5,5,5,5,5,5,5,5,0,5,87.5
"S14fc3a7c","",5,5,5,2.5,5,0,5,0,5,5,5,5,2,0,0,0,0,0,0,0,49.5
"S81681197","",5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,95
"S41d22de0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sd23a0afa","",2.5,5,5,5,5,2,5,5,5,0,5,5,2,2,5,5,5,0,5,0,73.5
"S53b559ff","",5,5,5,4,5,2,5,0,5,5,1.25,5,5,2,3.75,5,5,5,5,0,78
"S3a12f3ac","",5,5,5,5,5,2,5,5,5,5,2.5,5,5,2,5,5,5,5,5,5,91.5
"S208bbe67","",2.5,5,0,5,5,0,5,0,5,5,2.5,5,5,2,1.25,5,5,5,0,0,63.25
"S98780e5b","",5,5,0,4,5,0,5,5,5,0,2.5,5,5,0,5,5,0,5,0,0,61.5
"S4ea55be3","",,,,,,,,,,,,,,,,,,,,,
"S34fe332d","",5,5,5,5,5,2,5,5,5,2.5,5,5,5,5,5,5,5,5,5,5,94.5
"Sbe2067b5","",5,5,0,4,0,0,5,5,0,5,1.25,0,5,0,2.5,0,5,0,0,0,42.75
"Sf3d32c1e","",5,5,5,4,5,2,0,5,5,2.5,1.25,1,5,5,5,5,5,5,5,0,75.75
"S7f586cb4","",5,5,0,3.5,5,2,2.5,5,5,2.5,5,5,5,0,0,5,5,5,0,0,65.5
"S0bc774cf","",5,2.5,0,5,5,0,2.5,0,0,5,5,5,2,4,0,5,5,0,0,0,51
"S842aabd9","",2.5,5,5,4,5,5,5,5,5,0,5,4,0,2,0,5,5,5,0,0,67.5
"S0af60475","",5,5,5,5,5,5,2.5,5,5,2.5,5,5,5,5,5,5,5,5,5,0,90
"S6def889a","",5,5,0,4,5,0,0,0,0,0,0,0,5,1,5,0,5,0,5,5,45
"S818bd128","",5,5,0,5,0,0,5,0,5,2.5,1.25,5,5,1,2.5,5,5,5,5,0,62.25
"S30a299fd","",5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,95
"Sd040ed17","",5,5,5,5,5,0,5,5,5,5,5,5,5,2,0,5,5,5,5,0,82
"Sc1fc6097","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sc5b24053","",5,5,5,5,0,0,5,5,5,5,5,5,2,2,5,5,5,0,0,0,69
"S727091ce","",5,5,5,4,5,0,5,5,5,5,5,4,5,5,5,5,5,5,5,5,93
"Sf5530c39","",5,5,0,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,92
"S275ecbf7","",5,5,0,5,5,5,5,5,5,2.5,5,5,5,2,0,5,5,5,0,0,74.5
"S1a6299d5","",5,0,0,3.5,5,5,5,5,5,0,5,5,5,2,0,5,5,5,0,0,65.5
"S6cdf4c2c","",5,2.5,0,5,5,2,5,5,5,2.5,5,4,5,2,5,5,5,5,5,5,83
