"AnonID","Q1","Q3","N3","Q5","Q6","Q7","N7","Q9","Q10","N10","N11","N12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Total","AAC","APPS","CAP","ILA","MfP1","PPS","SVCDE","AAC.Grade","APPS.Grade","CAP.Grade","ILA.Grade","MfP1.Grade","PPS.Grade","SVCDE.Grade","School","Gender","Region","ILA.bin","PPS.MfP1","CAP.MfP1","ILA.MfP1","Y1Fs","Y2Fs","CAP.bin","PPS.bin","ILA.grade","Qual","Category","F1","SE_F1","Y1Fs.bin"
"662add00",5,5,5,5,0,0,0,0,0,3.75,5,5,5,2,5,5,5,5,5,0,65.75,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,"C",NA,NA,2,"F",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.211157569306189,0.367536823213286,NA
"664ffaf7",0,0,3.75,5,5,5,0,5,2.5,0,5,5,5,1,5,5,5,5,5,0,67.25,NA,NA,63,61,NA,NA,NA,NA,NA,"B","B",NA,NA,NA,5,"F",4,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","SQA","Cat2",-0.358739825678244,0.363060846785798,NA
"6650d0ba",5,5,5,5,0,5,0,0,5,0,5,5,5,2,0,5,5,5,0,0,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.459376612608316,0.360560778396499,NA
"665d5a12",5,5,5,0,5,5,5,5,5,0,2,5,5,5,5,5,5,5,5,5,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.518682359066407,0.412087567859821,NA
"666c0c15",5,5,5,5,2,5,5,5,5,1.88,5,5,5,2,5,5,5,5,5,5,90.88,NA,NA,68,76,NA,60,NA,NA,NA,"B","A",NA,"B",NA,1,"M",3,"Pass","No","No","No",0,NA,"Pass","Pass","AB","A-Level","Cat3",0.819939332864137,0.44575235782142,"0-1"
"667fb3d0",5,0,2.5,5,0,5,0,5,0,0,2,5,5,2,3.75,5,5,0,5,0,55.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.708396468087092,0.356018532139965,NA
"66feefd6",5,5,3.75,5,0,0,5,5,2.5,1.25,2,5,5,5,0,5,5,0,0,0,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.476682962097232,0.36017148191695,NA
"67b09275",5,0,5,5,2,5,0,0,2.5,2.5,2,5,5,0,0,5,5,5,0,5,59,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,"B",NA,NA,2,"F",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.457102531016814,0.360612791079022,NA
"67c801ea",5,5,5,5,5,5,0,0,5,1.88,2,1,5,5,5,5,5,5,0,0,69.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.176154892691521,0.368758565269273,NA
"67e982e6",5,0,5,5,2,5,0,5,5,1.25,5,5,5,1,5,5,5,5,5,5,79.25,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,"C",NA,NA,NA,5,"M",3,"Pass",NA,NA,"No",NA,NA,NA,NA,"CD","Unknown","Unknown",0.290543440389682,0.3930741423761,NA
"692cd314",5,5,5,5,2,5,0,5,5,1.25,2,5,5,5,0,5,5,5,5,5,80.25,NA,NA,71,82,NA,54,NA,NA,NA,"A","A",NA,"C",NA,1,"M",3,"Pass","No","No","No",0,NA,"Pass","Pass","AB","A-Level","Cat3",0.467621431536966,0.407356225071421,"0-1"
"696db5f7",0,5,2.5,0,0,5,5,5,5,0,5,5,5,5,2.5,5,5,0,5,0,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.268176391304389,0.365683700221864,NA
"697087a9",5,5,5,5,2,5,0,5,5,3.75,0,5,5,5,5,5,5,0,5,5,80.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.656845365787552,0.426312174495564,NA
"6972d7ef",2.5,5,5,5,0,5,0,5,0,2.5,5,5,5,2,5,5,5,0,0,0,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.28336258989277,0.365217352207133,NA
"699a9a08",5,5,3.75,5,0,0,0,5,5,5,5,5,2,2,5,5,5,5,0,0,67.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.132452690066389,0.370379946186581,NA
"69b67867",5,5,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,90,NA,NA,85,77,NA,NA,NA,NA,NA,"A","A",NA,NA,NA,3,"M",2,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","Unknown","Unknown",1.31504618081948,0.519533374155426,NA
"69c3c2ce",5,0,2.5,5,0,5,5,5,5,4.38,5,5,2,5,5,5,5,5,5,0,78.88,NA,NA,60,82,NA,51,NA,NA,NA,"B","A",NA,"C",NA,3,"M",2,"Pass","No","No","No",0,NA,"Pass","Pass","AB","Unknown","Unknown",0.366053440206876,0.398770090872707,"0-1"
"6a12d567",5,5,3.75,5,2,5,5,5,5,1.25,3,5,5,2,5,5,5,5,0,0,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.0208301078658688,0.375052389038609,NA
"6a4f9efa",5,0,0,5,0,0,0,5,0,0,1,0,0,0,0,5,5,5,0,0,31,NA,NA,54,62,NA,50,NA,NA,NA,"C","B",NA,"C",NA,1,"M",4,"Pass","No","No","No",0,NA,"Pass","Pass","AB","SQA","Cat2",-1.85530346107187,0.372004119964325,"0-1"
"6a8c2343",5,0,3.75,5,5,5,0,5,5,0,2,5,5,2,5,5,0,5,0,0,62.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.607485324917301,0.357589744463992,NA
"6a99b266",5,5,3.75,0,0,0,0,5,5,0,5,5,5,2,2.5,5,5,5,0,5,63.25,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,"B",NA,NA,2,"F",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.433735680193533,0.361158937581357,NA
"6ac7f891",5,5,5,5,2,5,5,5,5,0,5,5,5,2,5,5,5,5,5,0,84,NA,NA,76,77,NA,77,NA,NA,NA,"A","A",NA,"A",NA,3,"M",2,"Pass","No","No","No",0,NA,"Pass","Pass","AB","A-Level","Cat3",0.282181718453597,0.392478108389769,"0-1"
"6b1936b7",5,5,5,5,2,5,5,5,5,4.38,2,5,5,1,5,5,5,5,5,0,84.38,NA,NA,64,84,NA,74,NA,NA,NA,"B","A",NA,"A",NA,1,"F",3,"Pass","No","No","No",0,NA,"Pass","Pass","AB","A-Level","Cat3",0.510900838653965,0.411348320214109,"0-1"
"6b2deca4",5,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,21.25,NA,NA,41,38,NA,NA,NA,NA,NA,"E","E",NA,NA,NA,3,"M",1,"Fail",NA,"No","No",NA,NA,"Fail",NA,"E","Unknown","Unknown",-2.10212423345291,0.386660965416861,NA
"6b45620a",5,0,1.25,0,2,2.5,0,0,0,1.88,5,5,5,2,0,0,5,0,5,0,39.63,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,"D",NA,NA,2,"F",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-1.1489048113065,0.353760626173371,NA
"6b4c5867",5,5,2.5,5,0,5,0,5,5,0.63,5,5,5,5,5,5,5,5,5,5,83.13,NA,NA,66,88,63,NA,NA,NA,NA,"B","A","B",NA,NA,2,"M",4,"Pass",NA,"Yes","Yes",NA,NA,"Pass",NA,"AB","SQA","Cat3",0.450067134056733,0.405794395307434,NA
"6b5351db",5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,97,67,74,NA,NA,NA,NA,NA,"B","A",NA,NA,NA,NA,NA,2,"M",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",1.72957004217025,0.590727084927952,NA
"6b71b819",5,5,5,5,2,5,5,5,5,3.13,5,5,5,2,5,5,5,5,0,0,82.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.366148814629268,0.398777648964594,NA
"6b71f04c",2.5,5,2.5,5,2,5,5,5,5,0,2,5,5,1,5,5,5,5,5,0,75,NA,NA,50,NA,NA,NA,NA,NA,NA,"C",NA,NA,NA,NA,3,"M",3,NA,NA,"No",NA,NA,NA,"Pass",NA,NA,"Unknown","Unknown",-0.199442233084536,0.367938371601804,NA
"6be9aebe",5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,97,70,73,NA,NA,NA,NA,87,"A","A",NA,NA,NA,NA,"A",1,"M",3,NA,NA,NA,NA,NA,0,NA,NA,NA,"Unknown","Unknown",1.72957004217025,0.590727084927952,NA
"6beca2c5",5,5,5,0,0,0,0,0,5,0,5,0,0,0,0,5,5,5,0,0,40,NA,NA,43,70,NA,NA,NA,NA,NA,"E","A",NA,NA,NA,3,"M",1,"Pass",NA,"No","No",NA,NA,"Fail",NA,"AB","A-Level","Cat1",-1.36365315883997,0.355983589914045,NA
"6c225bcc",5,5,5,5,2,5,5,5,5,1.88,2,5,5,2,0,5,5,5,0,0,72.88,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,"D",NA,NA,NA,4,"F",1,"Fail",NA,NA,"No",NA,NA,NA,NA,"CD","Unknown","Unknown",-0.047308955565093,0.373870576541076,NA
"6c25a46f",5,5,5,5,5,5,0,5,5,4.38,2,5,5,5,5,5,5,5,5,0,86.38,63,59,NA,NA,NA,NA,79,"B","C",NA,NA,NA,NA,"A",1,"M",2,NA,NA,NA,NA,NA,0,NA,NA,NA,"A-Level","Cat3",0.771470088361961,0.439682659663239,NA
"6c2ff295",5,5,5,5,5,5,5,5,0,1.25,5,5,5,2,5,5,5,5,5,0,83.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.281635735610991,0.392439425936527,NA
"6c6bd058",5,5,5,5,0,5,0,5,5,0,5,5,5,2,5,5,5,5,0,5,77,NA,NA,58,75,NA,63,NA,NA,NA,"C","A",NA,"B",NA,1,"F",3,"Pass","No","No","No",0,NA,"Pass","Pass","AB","A-Level","Cat3",0.121369012805125,0.38227591341271,"0-1"
"6d040b5f",5,0,5,5,5,5,0,5,0,2.5,5,1,0,0,5,5,5,5,5,0,63.5,NA,NA,53,74,NA,59,NA,NA,NA,"C","A",NA,"C",NA,1,"F",4,"Pass","No","No","No",0,NA,"Pass","Pass","AB","SQA","Cat3",-0.442198332473654,0.360958666129041,"0-1"
"6d06b68b",5,5,3.75,5,2,0,5,5,5,0,5,5,2,5,5,5,5,5,0,0,72.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.216682072208161,0.367349989687717,NA
"6d7ba900",5,5,5,0,5,5,0,0,2.5,0,2,5,5,2,5,5,5,5,0,0,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.617118204756034,0.35742410956541,NA
"6d828ca",5,5,5,5,0,2.5,0,5,5,1.25,5,4,0,0,0,5,5,0,5,5,62.75,NA,NA,46,54,NA,61,NA,NA,NA,"E","C",NA,"B",NA,3,"F",1,"Pass","No","No","No",1,NA,"Fail","Pass","CD","Unknown","Unknown",-0.293998412111451,0.364897292734956,"0-1"
"6d9cbe66",5,5,5,5,2,2.5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,93.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"F",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",1.32457870676408,0.521115349520377,NA
"6e2c3efd",5,0,1.25,0,0,5,0,0,0,1.25,5,5,2,2,1.25,0,5,5,5,0,42.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-1.1409012911513,0.353725317386297,NA
"6e91be54",5,0,3.75,5,0,5,0,0,0,0,2,5,5,2,3.75,5,5,5,0,0,51.5,NA,NA,42,58,NA,NA,NA,NA,NA,"D","C",NA,NA,NA,3,"N",4,"Pass",NA,"No","No",NA,NA,"Fail",NA,"CD","SQA","Cat1",-0.920311289293103,0.353931711570119,NA
"6ef00a97",5,5,5,5,2,5,0,5,5,0,2,5,3,0,5,5,5,5,5,0,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.235833934017397,0.366714583779205,NA
"6f12ed10",5,5,5,5,5,5,5,5,0,0,5,5,5,1,5,5,5,0,0,5,76,NA,NA,62,74,70,NA,NA,NA,NA,"B","A","A",NA,NA,2,"F",3,"Pass",NA,"Yes","Yes",NA,NA,"Pass",NA,"AB","A-Level","Cat3",0.0160854104087072,0.376781642620058,NA
"6f59c3cc",5,5,3.75,0,2,0,0,5,0,0,5,0,2,1,5,5,5,0,0,5,48.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.994894829628557,0.353619048831699,NA
"6f68e0aa",5,0,3.75,5,0,5,0,5,5,3.13,0,5,5,2,0,5,5,5,0,5,63.88,NA,NA,58,70,NA,57,NA,NA,NA,"C","A",NA,"C",NA,1,"M",4,"Pass","No","No","No",0,NA,"Pass","Pass","AB","SQA","Cat2",-0.210885704486686,0.367546058911605,"0-1"
"6fdc0cfe",5,5,5,5,2,5,0,5,5,2.5,5,5,5,5,5,5,5,5,5,5,89.5,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,"A",NA,NA,5,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.995702265173175,0.469695170345916,NA
"7021f5cf",5,5,5,5,2,5,0,5,5,1.25,5,5,5,5,5,5,5,5,5,5,88.25,NA,NA,68,83,NA,68,NA,NA,NA,"B","A",NA,"B",NA,4,"F",3,"Pass","No","No","No",0,NA,"Pass","Pass","AB","Unknown","Unknown",0.819542496637338,0.44570168600562,"0-1"
"706e1eb7",5,5,5,5,0,5,5,5,5,5,5,5,5,5,3.75,5,5,5,0,5,88.75,NA,NA,45,65,NA,41,NA,NA,NA,"D","B",NA,"D",NA,1,"M",4,"Pass","No","No","No",2,NA,"Fail","Fail","AB","SQA","Cat2",1.10994635065005,0.486713683915193,"2-3"
"706ed0d4",5,5,3.75,0,0,2.5,0,5,2.5,2.5,2,5,5,2,2.5,5,5,5,0,5,62.75,NA,NA,74,78,NA,46,NA,NA,NA,"A","A",NA,"D",NA,3,"M",2,"Pass","No","No","No",1,NA,"Pass","Fail","AB","Unknown","Unknown",-0.332529842962768,0.363781679409598,"0-1"
"70a19518",0,0,3.75,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,12.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-2.27631972292753,0.399859790004441,NA
"70dc8a93",5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",1.60420282644493,0.568887865724809,NA
"713dba81",5,5,5,5,0,5,0,5,5,4.38,5,5,5,5,5,5,5,5,0,0,79.38,NA,NA,88,91,NA,NA,NA,NA,NA,"A","A",NA,NA,NA,3,"M",1,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","IB","Cat1",0.511793812056137,0.411432819408813,NA
"7196c79a",5,5,2.5,5,2,2.5,0,5,2.5,0,5,5,5,4,5,5,5,0,0,0,63.5,NA,NA,3,29,NA,NA,NA,NA,NA,"H","F",NA,NA,NA,3,"M",4,"Fail",NA,"No","No",NA,NA,"Fail",NA,"E","SQA","Cat1",-0.443582472139275,0.360926178743423,NA
"71ece9d1",5,0,1.25,0,0,0,0,0,2.5,0,0,0,0,0,2.5,0,5,0,0,0,16.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-2.36865128744103,0.407825477806027,NA
"727afe2e",5,5,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",1.31504618081948,0.519533374155426,NA
"73102952",5,0,3.75,0,0,5,0,5,0,0,5,4,5,1,1.25,5,5,0,0,0,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-1.00815804353584,0.353588379280396,NA
"73291414",5,5,5,5,0,5,0,5,5,3.75,5,5,5,5,5,0,5,5,5,0,78.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.491143636638184,0.409500846499692,NA
"738acc2d",5,0,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,92,45,57,NA,NA,NA,NA,70,"E","C",NA,NA,NA,NA,"A",1,"M",3,NA,NA,NA,NA,NA,1,NA,NA,NA,"Unknown","Unknown",1.35899248865904,0.526860113630627,NA
"73bbd426",5,5,5,5,5,5,0,5,5,5,2,1,5,5,5,5,5,5,5,5,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"F",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.973236018795034,0.466475533719838,NA
"7418e1f6",5,5,5,5,5,5,5,5,5,1.88,5,5,2,5,0,5,5,5,5,0,83.88,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,"A",NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.499071866427413,0.410237134196768,NA
"7426ed70",5,5,3.75,0,0,5,0,5,0,2.5,0,0,0,0,5,5,0,5,0,0,41.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-1.31529549180891,0.355258027419441,NA
"74663146",5,5,0,0,0,0,0,5,5,0,5,5,5,2,5,5,5,0,0,0,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.951048030275221,0.353774513181831,NA
"750856cd",5,0,5,5,5,5,0,5,2.5,0,5,5,5,5,5,5,5,5,0,0,72.5,NA,NA,67,84,NA,NA,NA,NA,NA,"B","A",NA,NA,NA,5,"F",3,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","A-Level","Cat2",-0.0794242379360612,0.372500012963363,NA
"75260976",5,0,5,0,2,5,0,5,2.5,1.25,2,5,2,2,3.75,5,5,5,0,0,55.5,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,"E",NA,NA,5,"F",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.693556537123674,0.356226840811728,NA
"754bc5af",5,5,3.75,5,0,0,0,0,2.5,1.25,0,0,2,4,2.5,5,5,5,0,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-1.11461999214911,0.353631718996216,NA
"76279ccc",0,5,5,0,5,5,0,5,5,1.25,5,5,5,1,2.5,5,5,5,5,5,74.75,70,57,NA,NA,NA,NA,81,"A","C",NA,NA,NA,NA,"A",1,"M",3,NA,NA,NA,NA,NA,0,NA,NA,NA,"Unknown","Unknown",0.123282507375725,0.382383946403989,NA
"76408680",5,5,5,5,2,5,0,5,5,3.75,5,1,5,5,5,5,5,5,5,0,81.75,NA,NA,78,88,NA,NA,NA,NA,NA,"A","A",NA,NA,NA,3,"M",1,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","Unknown","Unknown",0.552231283690103,0.415350111629961,NA
"765045",5,0,2.5,5,0,0,0,5,0,0.63,5,5,0,0,0,5,5,5,5,0,48.13,NA,NA,41,60,NA,46,NA,NA,NA,"E","B",NA,"D",NA,1,"F",4,"Pass","No","No","No",2,NA,"Fail","Fail","AB","SQA","Cat3",-1.04575917215379,0.353543946771389,"2-3"
"76ba6b82",5,0,5,5,2,5,0,5,2.5,0,2,5,5,2,5,0,0,5,0,0,53.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.848423000658685,0.354448181610782,NA
"76db7cdf",5,5,1.25,5,2,5,0,5,2.5,1.88,2,5,5,1,5,5,5,0,5,0,65.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.365944302395563,0.362867939927905,NA
"76e05bf",5,5,3.75,5,2,5,0,5,5,4.38,5,5,0,5,5,5,5,5,0,5,80.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.503156857747212,0.410619156270851,NA
"76e24199",5,5,5,5,0,2.5,0,5,5,1.88,0,5,5,2,5,5,5,5,5,5,76.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.152413668980241,0.384066636272246,NA
"76eb35f8",5,5,5,0,2,5,0,5,2.5,3.13,5,5,5,5,5,5,5,5,5,0,77.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.367352389661056,0.39887310821892,NA
"770c8894",5,0,2.5,5,2,0,0,0,0,1.88,0,0,0,0,0,5,5,5,0,0,31.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-1.71558305769283,0.365742110964965,NA
"77475346",5,5,3.75,5,2,5,5,5,5,1.25,0,5,5,0,0,5,5,5,0,0,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.410225394030601,0.361730302137351,NA
"779698e5",5,5,5,5,0,5,5,5,2.5,3.75,5,5,5,2,5,5,5,5,5,5,88.25,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,"C",NA,NA,2,"M",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.857653482711513,0.450640304233643,NA
"77dd15a7",0,0,1.25,5,0,0,0,5,2.5,0,2,0,0,0,0,5,5,5,0,0,30.75,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,"G",NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-1.78085779209247,0.368489414206471,NA
"77f08515",5,5,5,5,2,5,5,5,5,3.13,5,5,2,5,5,5,5,5,5,5,92.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",1.08990054876962,0.483653529395028,NA
"785f4bce",5,5,5,5,0,5,0,5,0,0,5,5,2,2,5,5,5,5,0,5,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.213375403579024,0.367461625303647,NA
"78ae4c88",5,0,2.5,5,0,5,0,5,5,0,5,1,2,5,2.5,5,5,5,0,0,58,NA,NA,84,90,NA,72,NA,NA,NA,"A","A",NA,"A",NA,1,"F",1,"Pass","No","No","No",0,NA,"Pass","Pass","AB","Unknown","Unknown",-0.635090406082226,0.35712391867645,"0-1"
"78cb6b7f",5,5,5,5,0,2.5,5,5,5,1.25,5,5,5,5,5,5,5,5,0,0,78.75,NA,NA,83,81,NA,57,NA,NA,NA,"A","A",NA,"C",NA,3,"M",1,"Pass","No","No","No",0,NA,"Pass","Pass","AB","IB","Cat1",0.198307318946879,0.38686625319536,"0-1"
"78f174a2",5,5,5,5,2,5,5,5,5,3.75,5,5,5,5,5,5,5,5,5,5,95.75,NA,NA,72,81,NA,49,NA,NA,NA,"A","A",NA,"D",NA,1,"M",3,"Pass","No","No","No",1,NA,"Pass","Fail","AB","A-Level","Cat3",1.45902482213046,0.543815192281754,"0-1"
"7905760b",5,5,3.75,5,0,0,0,5,0,0,0,0,0,0,5,5,5,5,0,0,43.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-1.37971680177429,0.356255277541334,NA
"794a70e1",5,5,5,0,2,5,5,5,0,3.13,5,5,5,5,5,5,5,5,5,0,80.13,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,"B",NA,NA,5,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.411706516359128,0.402495377891493,NA
"7951516b",5,0,5,5,5,0,0,5,5,0,5,0,5,1,0,0,0,5,0,0,46,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,"H",NA,NA,NA,5,"F",1,"Fail",NA,NA,"No",NA,NA,NA,NA,"E","A-Level","Cat1",-1.14063960737347,0.353724216986599,NA
