"Gender","Domicile.on.Programme.Entry","Nationality","Fee.Status.Grouping","Fee.Status.Description","Programme.Of.Study.Sought.Title","Year.Of.Attendance","Year.Of.Programme","Course.Code","Course.Name","AnonID"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics and Statistics",3,3,"MATH10098","Numerical Linear Algebra","c0a133e5"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08051","Statistics (Year 2)","72ca4f1f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08063","Several Variable Calculus and Differential Equations","72ca4f1f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08064","Fundamentals of Pure Mathematics","72ca4f1f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08065","Computing and Numerics","72ca4f1f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08066","Probability","72ca4f1f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08068","Facets of Mathematics","72ca4f1f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics and Physics",3,2,"MATH08063","Several Variable Calculus and Differential Equations","951c7958"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics and Physics",3,2,"MATH08064","Fundamentals of Pure Mathematics","951c7958"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Mathematics",3,3,"MATH10003","Financial Mathematics","73adff59"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Mathematics",3,3,"MATH10066","Honours Differential Equations","73adff59"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Mathematics",3,3,"MATH10069","Honours Algebra","73adff59"
"M","England","El Salvador","RUK","England/Wales/N Ireland fee rate","Computer Science",2,2,"MATH08067","Probability with Applications","d9540be4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering with Management",3,2,"MATH08075","Engineering Mathematics 1b","13ae561"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Software Engineering",2,1,"MATH08057","Introduction to Linear Algebra","f75d2706"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Software Engineering",2,1,"MATH08058","Calculus and its Applications","f75d2706"
"M","China","China","OVERSEAS","Overseas/International fee rate","Economics and Statistics",3,3,"MATH10003","Financial Mathematics","72b17e74"
"M","China","China","OVERSEAS","Overseas/International fee rate","Economics and Statistics",3,3,"MATH10007","Stochastic Modelling","72b17e74"
"M","China","China","OVERSEAS","Overseas/International fee rate","Economics and Statistics",3,3,"MATH10064","Multivariate Data Analysis","72b17e74"
"M","China","China","OVERSEAS","Overseas/International fee rate","Economics and Statistics",3,3,"MATH10071","Introduction to Number Theory","72b17e74"
"M","China","China","OVERSEAS","Overseas/International fee rate","Economics and Statistics",3,3,"MATH10093","Statistical Computing","72b17e74"
"M","China","China","OVERSEAS","Overseas/International fee rate","Economics and Statistics",3,3,"MATH10095","Statistical Methodology","72b17e74"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",3,3,"MATH08067","Probability with Applications","64218f15"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematical Physics",3,2,"MATH08051","Statistics (Year 2)","3696fed4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematical Physics",3,2,"MATH08063","Several Variable Calculus and Differential Equations","3696fed4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematical Physics",3,2,"MATH08064","Fundamentals of Pure Mathematics","3696fed4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematical Physics",3,2,"MATH08065","Computing and Numerics","3696fed4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematical Physics",3,2,"MATH08066","Probability","3696fed4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematical Physics",3,2,"MATH08068","Facets of Mathematics","3696fed4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computational Physics",3,3,"MATH10060","Numerical Ordinary Differential Equations and Applications","e872c201"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics and Statistics",3,3,"MATH10003","Financial Mathematics","8cac7cb4"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics and Statistics",3,3,"MATH10007","Stochastic Modelling","8cac7cb4"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics and Statistics",3,3,"MATH10028","Theory of Statistical Inference","8cac7cb4"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics and Statistics",3,3,"MATH10060","Numerical Ordinary Differential Equations and Applications","8cac7cb4"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics and Statistics",3,3,"MATH10064","Multivariate Data Analysis","8cac7cb4"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics and Statistics",3,3,"MATH10066","Honours Differential Equations","8cac7cb4"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics and Statistics",3,3,"MATH10068","Honours Analysis","8cac7cb4"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics and Statistics",3,3,"MATH10093","Statistical Computing","8cac7cb4"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics and Statistics",3,3,"MATH10095","Statistical Methodology","8cac7cb4"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics and Statistics",3,3,"MATH10098","Numerical Linear Algebra","8cac7cb4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry",2,1,"MATH08072","Mathematics for the Natural Sciences 1a","22d8d69"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry",2,1,"MATH08073","Mathematics for the Natural Sciences 1b","22d8d69"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Software Engineering",1,1,"MATH08057","Introduction to Linear Algebra","8b6a209f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Software Engineering",1,1,"MATH08058","Calculus and its Applications","8b6a209f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08051","Statistics (Year 2)","fdcb998d"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08063","Several Variable Calculus and Differential Equations","fdcb998d"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08064","Fundamentals of Pure Mathematics","fdcb998d"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08065","Computing and Numerics","fdcb998d"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08066","Probability","fdcb998d"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08068","Facets of Mathematics","fdcb998d"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10003","Financial Mathematics","8c1865ee"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10007","Stochastic Modelling","8c1865ee"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10066","Honours Differential Equations","8c1865ee"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10067","Honours Complex Variables","8c1865ee"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10068","Honours Analysis","8c1865ee"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10069","Honours Algebra","8c1865ee"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10071","Introduction to Number Theory","8c1865ee"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10074","Geometry","8c1865ee"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering with Management",2,1,"MATH08074","Engineering Mathematics 1a","e83561c9"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering with Management",2,1,"MATH08075","Engineering Mathematics 1b","e83561c9"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",1,1,"MATH08074","Engineering Mathematics 1a","e1dbabba"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",1,1,"MATH08075","Engineering Mathematics 1b","e1dbabba"
"M","Hungary","Hungary","SEU","EU/EEA fee rate","Computer Science and Mathematics",3,2,"MATH08058","Calculus and its Applications","20de8b1a"
"M","Hungary","Hungary","SEU","EU/EEA fee rate","Computer Science and Mathematics",3,2,"MATH08063","Several Variable Calculus and Differential Equations","20de8b1a"
"M","Hungary","Hungary","SEU","EU/EEA fee rate","Computer Science and Mathematics",3,2,"MATH08064","Fundamentals of Pure Mathematics","20de8b1a"
"M","Hungary","Hungary","SEU","EU/EEA fee rate","Computer Science and Mathematics",3,2,"MATH08066","Probability","20de8b1a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,3,"MATH10060","Numerical Ordinary Differential Equations and Applications","25944cf2"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,3,"MATH10066","Honours Differential Equations","25944cf2"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,3,"MATH10067","Honours Complex Variables","25944cf2"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,3,"MATH10068","Honours Analysis","25944cf2"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,3,"MATH10069","Honours Algebra","25944cf2"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,3,"MATH10071","Introduction to Number Theory","25944cf2"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,3,"MATH10072","Combinatorics and Graph Theory","25944cf2"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,3,"MATH10074","Geometry","25944cf2"
"M","Azerbaijan","Azerbaijan","OVERSEAS","Overseas/International fee rate","Computational Physics",2,2,"MATH08066","Probability","af1e9386"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",2,3,"MATH10007","Stochastic Modelling","f9cf4e3b"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",2,3,"MATH10066","Honours Differential Equations","f9cf4e3b"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",2,3,"MATH10067","Honours Complex Variables","f9cf4e3b"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",2,3,"MATH10068","Honours Analysis","f9cf4e3b"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",2,3,"MATH10069","Honours Algebra","f9cf4e3b"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",2,3,"MATH10073","Linear Programming, Modelling and Solution","f9cf4e3b"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",2,3,"MATH10095","Statistical Methodology","f9cf4e3b"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",2,3,"MATH10098","Numerical Linear Algebra","f9cf4e3b"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",3,2,"MATH08058","Calculus and its Applications","62a7255f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",3,2,"MATH08067","Probability with Applications","62a7255f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Economics and Mathematics",3,3,"MATH10066","Honours Differential Equations","c6ea2fbb"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Economics and Mathematics",3,3,"MATH10069","Honours Algebra","c6ea2fbb"
"F","Italy","Italy (includes Sardinia, Sicily)","SEU","EU/EEA fee rate","Philosophy and Mathematics",2,2,"MATH08051","Statistics (Year 2)","98b28833"
"F","Italy","Italy (includes Sardinia, Sicily)","SEU","EU/EEA fee rate","Philosophy and Mathematics",2,2,"MATH08063","Several Variable Calculus and Differential Equations","98b28833"
"F","Italy","Italy (includes Sardinia, Sicily)","SEU","EU/EEA fee rate","Philosophy and Mathematics",2,2,"MATH08064","Fundamentals of Pure Mathematics","98b28833"
"F","Italy","Italy (includes Sardinia, Sicily)","SEU","EU/EEA fee rate","Philosophy and Mathematics",2,2,"MATH08065","Computing and Numerics","98b28833"
"F","Italy","Italy (includes Sardinia, Sicily)","SEU","EU/EEA fee rate","Philosophy and Mathematics",2,2,"MATH08066","Probability","98b28833"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Economics and Mathematics",3,3,"MATH10066","Honours Differential Equations","d6b42e47"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Economics and Mathematics",3,3,"MATH10069","Honours Algebra","d6b42e47"
"M","Guernsey","United Kingdom","OVERSEAS","Channel Islands & Isle of Man fee rate","Mathematics",3,3,"MATH10003","Financial Mathematics","4c524f3"
"M","Guernsey","United Kingdom","OVERSEAS","Channel Islands & Isle of Man fee rate","Mathematics",3,3,"MATH10066","Honours Differential Equations","4c524f3"
"M","Guernsey","United Kingdom","OVERSEAS","Channel Islands & Isle of Man fee rate","Mathematics",3,3,"MATH10067","Honours Complex Variables","4c524f3"
"M","Guernsey","United Kingdom","OVERSEAS","Channel Islands & Isle of Man fee rate","Mathematics",3,3,"MATH10068","Honours Analysis","4c524f3"
"M","Guernsey","United Kingdom","OVERSEAS","Channel Islands & Isle of Man fee rate","Mathematics",3,3,"MATH10069","Honours Algebra","4c524f3"
"M","Guernsey","United Kingdom","OVERSEAS","Channel Islands & Isle of Man fee rate","Mathematics",3,3,"MATH10073","Linear Programming, Modelling and Solution","4c524f3"
"M","Guernsey","United Kingdom","OVERSEAS","Channel Islands & Isle of Man fee rate","Mathematics",3,3,"MATH10093","Statistical Computing","4c524f3"
"M","Guernsey","United Kingdom","OVERSEAS","Channel Islands & Isle of Man fee rate","Mathematics",3,3,"MATH10095","Statistical Methodology","4c524f3"
"M","Sweden","Sweden","SEU","EU/EEA fee rate","Mathematical Physics",2,2,"MATH08051","Statistics (Year 2)","614b1ceb"
"M","Sweden","Sweden","SEU","EU/EEA fee rate","Mathematical Physics",2,2,"MATH08063","Several Variable Calculus and Differential Equations","614b1ceb"
"M","Sweden","Sweden","SEU","EU/EEA fee rate","Mathematical Physics",2,2,"MATH08064","Fundamentals of Pure Mathematics","614b1ceb"
"M","Sweden","Sweden","SEU","EU/EEA fee rate","Mathematical Physics",2,2,"MATH08065","Computing and Numerics","614b1ceb"
"M","Sweden","Sweden","SEU","EU/EEA fee rate","Mathematical Physics",2,2,"MATH08066","Probability","614b1ceb"
"M","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Computer Science",2,2,"MATH08067","Probability with Applications","65a5f50d"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry with a Year Abroad",2,1,"MATH08072","Mathematics for the Natural Sciences 1a","d989035f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry with a Year Abroad",2,1,"MATH08073","Mathematics for the Natural Sciences 1b","d989035f"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10013","Mathematical Biology","82663f92"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10024","Probability, Measure & Finance","82663f92"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10044","Numerical Partial Differential Equations","82663f92"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10047","Essentials in Analysis and Probability","82663f92"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10053","Applied Stochastic Differential Equations","82663f92"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10063","Mathematics Project","82663f92"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10071","Introduction to Number Theory","82663f92"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10072","Combinatorics and Graph Theory","82663f92"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH11141","Multi-scale Methods in Mathematical Modelling","82663f92"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH11180","Mathematics in Action A","82663f92"
"F","Malaysia","Maldives","OVERSEAS","Overseas/International fee rate","Artificial Intelligence and Software Engineering",2,2,"MATH08067","Probability with Applications","271d5b25"
"M","United Arab Emirates","India","OVERSEAS","Overseas/International fee rate","Artificial Intelligence and Software Engineering",3,2,"MATH08067","Probability with Applications","1caead4e"
"M","Indonesia","Indonesia","OVERSEAS","Overseas/International fee rate","Mathematics and Statistics",3,2,"MATH08051","Statistics (Year 2)","9eba6af2"
"M","Indonesia","Indonesia","OVERSEAS","Overseas/International fee rate","Mathematics and Statistics",3,2,"MATH08063","Several Variable Calculus and Differential Equations","9eba6af2"
"M","Indonesia","Indonesia","OVERSEAS","Overseas/International fee rate","Mathematics and Statistics",3,2,"MATH08064","Fundamentals of Pure Mathematics","9eba6af2"
"M","Indonesia","Indonesia","OVERSEAS","Overseas/International fee rate","Mathematics and Statistics",3,2,"MATH08065","Computing and Numerics","9eba6af2"
"M","Indonesia","Indonesia","OVERSEAS","Overseas/International fee rate","Mathematics and Statistics",3,2,"MATH08066","Probability","9eba6af2"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",2,2,"MATH08051","Statistics (Year 2)","e2664c1b"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",2,2,"MATH08063","Several Variable Calculus and Differential Equations","e2664c1b"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",2,2,"MATH08064","Fundamentals of Pure Mathematics","e2664c1b"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",2,2,"MATH08065","Computing and Numerics","e2664c1b"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",2,2,"MATH08066","Probability","e2664c1b"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",2,2,"MATH08068","Facets of Mathematics","e2664c1b"
"F","Germany","Germany","SEU","EU/EEA fee rate","Mathematics",3,3,"MATH10007","Stochastic Modelling","6e4fe127"
"F","Germany","Germany","SEU","EU/EEA fee rate","Mathematics",3,3,"MATH10066","Honours Differential Equations","6e4fe127"
"F","Germany","Germany","SEU","EU/EEA fee rate","Mathematics",3,3,"MATH10067","Honours Complex Variables","6e4fe127"
"F","Germany","Germany","SEU","EU/EEA fee rate","Mathematics",3,3,"MATH10068","Honours Analysis","6e4fe127"
"F","Germany","Germany","SEU","EU/EEA fee rate","Mathematics",3,3,"MATH10069","Honours Algebra","6e4fe127"
"F","Germany","Germany","SEU","EU/EEA fee rate","Mathematics",3,3,"MATH10071","Introduction to Number Theory","6e4fe127"
"F","Germany","Germany","SEU","EU/EEA fee rate","Mathematics",3,3,"MATH10072","Combinatorics and Graph Theory","6e4fe127"
"F","Germany","Germany","SEU","EU/EEA fee rate","Mathematics",3,3,"MATH10074","Geometry","6e4fe127"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,2,"MATH08051","Statistics (Year 2)","644767eb"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,2,"MATH08063","Several Variable Calculus and Differential Equations","644767eb"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,2,"MATH08064","Fundamentals of Pure Mathematics","644767eb"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,2,"MATH08065","Computing and Numerics","644767eb"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,2,"MATH08066","Probability","644767eb"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,2,"MATH08068","Facets of Mathematics","644767eb"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics and Physics",3,3,"MATH10003","Financial Mathematics","1788de33"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics and Physics",3,3,"MATH10066","Honours Differential Equations","1788de33"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics and Physics",3,3,"MATH10067","Honours Complex Variables","1788de33"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics and Physics",3,3,"MATH10068","Honours Analysis","1788de33"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics and Physics",3,3,"MATH10074","Geometry","1788de33"
"M","Germany","Germany","SEU","EU/EEA fee rate","Artificial Intelligence and Computer Science",3,3,"MATH10098","Numerical Linear Algebra","bbabf788"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,1,"MATH08057","Introduction to Linear Algebra","847ead9f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,1,"MATH08059","Proofs and Problem Solving","847ead9f"
"M","England","Poland","SEU","EU/EEA fee rate","Artificial Intelligence and Software Engineering",3,2,"MATH08067","Probability with Applications","2a2d9209"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Primary Education with Mathematics",3,2,"MATH08059","Proofs and Problem Solving","4b7b6a3c"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Primary Education with Mathematics",3,2,"MATH08063","Several Variable Calculus and Differential Equations","4b7b6a3c"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,2,"MATH08051","Statistics (Year 2)","1ed3dc59"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,2,"MATH08063","Several Variable Calculus and Differential Equations","1ed3dc59"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,2,"MATH08064","Fundamentals of Pure Mathematics","1ed3dc59"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,2,"MATH08065","Computing and Numerics","1ed3dc59"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,2,"MATH08066","Probability","1ed3dc59"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,2,"MATH08068","Facets of Mathematics","1ed3dc59"
"M","Germany","United Kingdom","SEU","EU/EEA fee rate","Mathematics",3,4,"MATH10063","Mathematics Project","b4153b42"
"M","Germany","United Kingdom","SEU","EU/EEA fee rate","Mathematics",3,4,"MATH10075","General and Algebraic Topology","b4153b42"
"M","Germany","United Kingdom","SEU","EU/EEA fee rate","Mathematics",3,4,"MATH10078","Group and Galois Theory","b4153b42"
"M","Germany","United Kingdom","SEU","EU/EEA fee rate","Mathematics",3,4,"MATH10082","Linear Analysis","b4153b42"
"M","Germany","United Kingdom","SEU","EU/EEA fee rate","Mathematics",3,4,"MATH10088","Differentiable Manifolds","b4153b42"
"M","Germany","United Kingdom","SEU","EU/EEA fee rate","Mathematics",3,4,"MATH11120","Algebraic Geometry","b4153b42"
"M","Germany","United Kingdom","SEU","EU/EEA fee rate","Mathematics",3,4,"MATH11135","Functional Analysis","b4153b42"
"M","Germany","United Kingdom","SEU","EU/EEA fee rate","Mathematics",3,4,"MATH11142","Modern Methods in Geometry and Topology","b4153b42"
"M","Germany","United Kingdom","SEU","EU/EEA fee rate","Mathematics",3,4,"MATH11144","Topics in Ring and Representation Theory","b4153b42"
"M","Germany","United Kingdom","SEU","EU/EEA fee rate","Mathematics",3,4,"MATH11169","Quantum Information","b4153b42"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10003","Financial Mathematics","4de444b4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10066","Honours Differential Equations","4de444b4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10067","Honours Complex Variables","4de444b4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10068","Honours Analysis","4de444b4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10069","Honours Algebra","4de444b4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10071","Introduction to Number Theory","4de444b4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10073","Linear Programming, Modelling and Solution","4de444b4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10095","Statistical Methodology","4de444b4"
"F","China","China","OVERSEAS","Overseas/International fee rate","Chemistry",2,1,"MATH08073","Mathematics for the Natural Sciences 1b","9e40079f"
"M","Malaysia","Malaysia","OVERSEAS","Overseas/International fee rate","Economics and Statistics",3,3,"MATH10007","Stochastic Modelling","7f4fa3b8"
"M","Malaysia","Malaysia","OVERSEAS","Overseas/International fee rate","Economics and Statistics",3,3,"MATH10064","Multivariate Data Analysis","7f4fa3b8"
"M","Malaysia","Malaysia","OVERSEAS","Overseas/International fee rate","Economics and Statistics",3,3,"MATH10093","Statistical Computing","7f4fa3b8"
"M","Malaysia","Malaysia","OVERSEAS","Overseas/International fee rate","Economics and Statistics",3,3,"MATH10095","Statistical Methodology","7f4fa3b8"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10060","Numerical Ordinary Differential Equations and Applications","7b3e6d39"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10066","Honours Differential Equations","7b3e6d39"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10067","Honours Complex Variables","7b3e6d39"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10068","Honours Analysis","7b3e6d39"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10069","Honours Algebra","7b3e6d39"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10071","Introduction to Number Theory","7b3e6d39"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10074","Geometry","7b3e6d39"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",3,3,"MATH10098","Numerical Linear Algebra","7b3e6d39"
"M","Slovakia","Slovakia","SEU","EU/EEA fee rate","Artificial Intelligence and Mathematics",3,4,"MATH10031","Project in Mathematics (Double)","d24f1888"
"M","Slovakia","Slovakia","SEU","EU/EEA fee rate","Artificial Intelligence and Mathematics",3,4,"MATH10075","General and Algebraic Topology","d24f1888"
"M","Slovakia","Slovakia","SEU","EU/EEA fee rate","Artificial Intelligence and Mathematics",3,4,"MATH10079","Group Theory","d24f1888"
"M","Slovakia","Slovakia","SEU","EU/EEA fee rate","Artificial Intelligence and Mathematics",3,4,"MATH10082","Linear Analysis","d24f1888"
"M","Slovakia","Slovakia","SEU","EU/EEA fee rate","Artificial Intelligence and Mathematics",3,4,"MATH11142","Modern Methods in Geometry and Topology","d24f1888"
"F","Italy","Italy (includes Sardinia, Sicily)","SEU","EU/EEA fee rate","Artificial Intelligence and Mathematics",3,3,"MATH10007","Stochastic Modelling","c5328210"
"F","Italy","Italy (includes Sardinia, Sicily)","SEU","EU/EEA fee rate","Artificial Intelligence and Mathematics",3,3,"MATH10066","Honours Differential Equations","c5328210"
"F","Italy","Italy (includes Sardinia, Sicily)","SEU","EU/EEA fee rate","Artificial Intelligence and Mathematics",3,3,"MATH10069","Honours Algebra","c5328210"
"M","Germany","Germany","SEU","EU/EEA fee rate","Mathematics",3,2,"MATH08063","Several Variable Calculus and Differential Equations","3cc3fde6"
"M","Germany","Germany","SEU","EU/EEA fee rate","Mathematics",3,2,"MATH08064","Fundamentals of Pure Mathematics","3cc3fde6"
