"Gender","Domicile.on.Programme.Entry","Nationality","Fee.Status.Grouping","Fee.Status.Description","Programme.Of.Study.Sought.Title","Year.Of.Attendance","Year.Of.Programme","Course.Code","Course.Name","AnonID"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",5,4,"PHYS08016","Physics 1A:  Foundations","d1a9dbf9"
"M","Estonia","Estonia","SEU","EU/EEA fee rate","Mathematical Physics",4,4,"PHYS08016","Physics 1A:  Foundations","cca4b9a0"
"M","Bulgaria","Bulgaria","SEU","EU/EEA fee rate","Electronics and Computer Science",5,5,"SCEE08009","Engineering Mathematics 2A","24cd926e"
"F","Czech Republic","Czech Republic","SEU","EU/EEA fee rate","Mathematics",4,4,"PHYS08016","Physics 1A:  Foundations","11980b2f"
"F","Czech Republic","Czech Republic","SEU","EU/EEA fee rate","Mathematics",4,4,"PHYS08036","Mathematics for Physics 2","11980b2f"
"F","Lithuania","Lithuania","SEU","EU/EEA fee rate","Mathematics",4,4,"PHYS08035","Mathematics for Physics 1","a21e1c2c"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",4,4,"PHYS08016","Physics 1A:  Foundations","9c77f3d7"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",4,4,"PHYS08035","Mathematics for Physics 1","9c77f3d7"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",4,4,"PHYS08036","Mathematics for Physics 2","9c77f3d7"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mechanical Engineering with Renewable Energy",4,2,"PHYS08016","Physics 1A:  Foundations","9dcb463b"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mechanical Engineering with Renewable Energy",4,2,"SCEE08009","Engineering Mathematics 2A","9dcb463b"
"M","Lithuania","Lithuania","SEU","EU/EEA fee rate","Electronics and Computer Science",5,5,"SCEE08009","Engineering Mathematics 2A","b3afe80c"
"F","Sweden","Sweden","SEU","EU/EEA fee rate","Mathematical Physics",5,5,"PHYS08016","Physics 1A:  Foundations","9557c0d6"
"F","Sweden","Sweden","SEU","EU/EEA fee rate","Mathematical Physics",5,5,"PHYS08035","Mathematics for Physics 1","9557c0d6"
"F","Sweden","Sweden","SEU","EU/EEA fee rate","Mathematical Physics",5,5,"PHYS08036","Mathematics for Physics 2","9557c0d6"
"M","Finland","Finland","SEU","EU/EEA fee rate","Chemical Physics with a Year Abroad",5,5,"PHYS08016","Physics 1A:  Foundations","771fcdcc"
"F","Lithuania","Lithuania","SEU","EU/EEA fee rate","Chemical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","91316caa"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematical Physics",5,5,"PHYS08016","Physics 1A:  Foundations","d02e2a7"
"M","Slovakia","Poland","SEU","EU/EEA fee rate","Informatics",5,5,"PHYS08016","Physics 1A:  Foundations","67686c28"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",3,3,"PHYS08016","Physics 1A:  Foundations","733d437d"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",3,3,"PHYS08035","Mathematics for Physics 1","733d437d"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Electronics",5,5,"SCEE08009","Engineering Mathematics 2A","100f80fe"
"F","Greece","Greece","SEU","EU/EEA fee rate","Mathematics",4,4,"PHYS08016","Physics 1A:  Foundations","ce5d3b54"
"F","Greece","Greece","SEU","EU/EEA fee rate","Mathematics",4,4,"PHYS08035","Mathematics for Physics 1","ce5d3b54"
"F","Greece","Greece","SEU","EU/EEA fee rate","Mathematics",4,4,"PHYS08036","Mathematics for Physics 2","ce5d3b54"
"F","China","China","OVERSEAS","Overseas/International fee rate","Electronics and Electrical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","c5c0a86c"
"M","Greece","Greece","SEU","EU/EEA fee rate","Electronics and Electrical Engineering",5,5,"SCEE08009","Engineering Mathematics 2A","e8e0e000"
"M","Slovakia","Slovakia","SEU","EU/EEA fee rate","Electronics and Electrical Engineering",4,5,"SCEE08009","Engineering Mathematics 2A","a934d928"
"M","India","India","OVERSEAS","Overseas/International fee rate","Artificial Intelligence and Software Engineering",4,4,"PHYS08016","Physics 1A:  Foundations","21013840"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Ordinary Sciences",4,3,"PHYS08016","Physics 1A:  Foundations","61043651"
"M","Lithuania","Lithuania","SEU","EU/EEA fee rate","Physics and Music",4,4,"PHYS08016","Physics 1A:  Foundations","6eff0915"
"M","Lithuania","Lithuania","SEU","EU/EEA fee rate","Physics and Music",4,4,"PHYS08035","Mathematics for Physics 1","6eff0915"
"M","Lithuania","Lithuania","SEU","EU/EEA fee rate","Physics and Music",4,4,"PHYS08036","Mathematics for Physics 2","6eff0915"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering with Management",4,4,"SCEE08009","Engineering Mathematics 2A","60afe140"
"M","Germany","Germany","SEU","EU/EEA fee rate","Mathematical Physics",4,4,"PHYS08016","Physics 1A:  Foundations","5d35bedc"
"M","Hungary","Hungary","SEU","EU/EEA fee rate","Computer Science and Electronics",4,4,"SCEE08009","Engineering Mathematics 2A","9f6055bc"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry with Industrial Experience",4,4,"PHYS08041","Algebra and Calculus","652c78b"
"F","Poland","Poland","SEU","EU/EEA fee rate","Physics",4,5,"PHYS08041","Algebra and Calculus","1f07cb4b"
"M","Bulgaria","Bulgaria","SEU","EU/EEA fee rate","Electronics and Software Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","9c67a0ea"
"M","Lithuania","Lithuania","SEU","EU/EEA fee rate","Electronics and Electrical Engineering",5,5,"SCEE08009","Engineering Mathematics 2A","3195be68"
"F","Netherlands","Netherlands","SEU","EU/EEA fee rate","Astrophysics",5,5,"PHYS08016","Physics 1A:  Foundations","76ed7"
"F","Netherlands","Netherlands","SEU","EU/EEA fee rate","Astrophysics",5,5,"PHYS08035","Mathematics for Physics 1","76ed7"
"F","Netherlands","Netherlands","SEU","EU/EEA fee rate","Astrophysics",5,5,"PHYS08036","Mathematics for Physics 2","76ed7"
"M","Greece","Greece","SEU","EU/EEA fee rate","Electronics and Electrical Engineering",4,2,"SCEE08009","Engineering Mathematics 2A","101d4de6"
"M","United States of America","United States","OVERSEAS","Overseas/International fee rate","Astrophysics",4,4,"PHYS08016","Physics 1A:  Foundations","e3b7f4ec"
"M","United States of America","United States","OVERSEAS","Overseas/International fee rate","Astrophysics",4,4,"PHYS08035","Mathematics for Physics 1","e3b7f4ec"
"M","United States of America","United States","OVERSEAS","Overseas/International fee rate","Astrophysics",4,4,"PHYS08036","Mathematics for Physics 2","e3b7f4ec"
"M","Bangladesh","Bangladesh","OVERSEAS","Overseas/International fee rate","Electronics and Electrical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","aef6fba5"
"F","Estonia","Estonia","SEU","EU/EEA fee rate","Mathematical Physics",5,5,"PHYS08016","Physics 1A:  Foundations","f38477c5"
"F","Estonia","Estonia","SEU","EU/EEA fee rate","Mathematical Physics",5,5,"PHYS08035","Mathematics for Physics 1","f38477c5"
"F","Estonia","Estonia","SEU","EU/EEA fee rate","Mathematical Physics",5,5,"PHYS08036","Mathematics for Physics 2","f38477c5"
"M","Slovakia","Slovakia","SEU","EU/EEA fee rate","Chemical Engineering with Management",5,5,"SCEE08009","Engineering Mathematics 2A","7e6b8f3d"
"M","Spain","Spain (includes Ceuta, Melilla)","SEU","EU/EEA fee rate","Chemistry with Materials Chemistry",5,5,"PHYS08016","Physics 1A:  Foundations","97be111f"
"M","Lithuania","Lithuania","SEU","EU/EEA fee rate","Informatics",5,5,"PHYS08016","Physics 1A:  Foundations","d068bffd"
"M","United States of America","United States","OVERSEAS","Overseas/International fee rate","Electronics and Software Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","f29927ab"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",3,2,"PHYS08016","Physics 1A:  Foundations","8bbbdff0"
"M","Slovakia","Slovakia","SEU","EU/EEA fee rate","Informatics",5,5,"PHYS08035","Mathematics for Physics 1","a8f6f24a"
"F","Scotland","Poland","SEU","Scotland fee rate","Theoretical Physics",2,2,"PHYS08016","Physics 1A:  Foundations","a463c42b"
"F","Scotland","Poland","SEU","Scotland fee rate","Theoretical Physics",2,2,"PHYS08035","Mathematics for Physics 1","a463c42b"
"F","Scotland","Poland","SEU","Scotland fee rate","Theoretical Physics",2,2,"PHYS08036","Mathematics for Physics 2","a463c42b"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics and Music",2,2,"PHYS08016","Physics 1A:  Foundations","e0db63ec"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics and Music",2,2,"PHYS08035","Mathematics for Physics 1","e0db63ec"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics and Music",2,2,"PHYS08036","Mathematics for Physics 2","e0db63ec"
"M","Singapore","Singapore","OVERSEAS","Overseas/International fee rate","Chemical Engineering",5,5,"SCEE08009","Engineering Mathematics 2A","94fb2607"
"M","Scotland","Poland","SEU","EU/EEA fee rate","Computational Physics",5,5,"PHYS08016","Physics 1A:  Foundations","7b8dca6d"
"M","India","India","OVERSEAS","Overseas/International fee rate","Artificial Intelligence",4,4,"PHYS08016","Physics 1A:  Foundations","4277e43"
"M","Canada","Canada","OVERSEAS","Overseas/International fee rate","Theoretical Physics",3,3,"PHYS08016","Physics 1A:  Foundations","1a0fceed"
"M","Canada","Canada","OVERSEAS","Overseas/International fee rate","Theoretical Physics",3,3,"PHYS08035","Mathematics for Physics 1","1a0fceed"
"M","Canada","Canada","OVERSEAS","Overseas/International fee rate","Theoretical Physics",3,3,"PHYS08036","Mathematics for Physics 2","1a0fceed"
"M","Estonia","Estonia","SEU","EU/EEA fee rate","Electrical Engineering with Renewable Energy",5,5,"SCEE08009","Engineering Mathematics 2A","3e4a460e"
"M","Lithuania","Lithuania","SEU","EU/EEA fee rate","Chemical Engineering with Management",5,5,"SCEE08009","Engineering Mathematics 2A","8abc8a59"
"M","Lithuania","Lithuania","SEU","EU/EEA fee rate","Informatics",5,5,"PHYS08016","Physics 1A:  Foundations","ef2d3b92"
"M","Lithuania","Lithuania","SEU","EU/EEA fee rate","Informatics",5,5,"PHYS08035","Mathematics for Physics 1","ef2d3b92"
"M","Lithuania","Lithuania","SEU","EU/EEA fee rate","Informatics",5,5,"PHYS08036","Mathematics for Physics 2","ef2d3b92"
"M","Latvia","Latvia","SEU","EU/EEA fee rate","Electronics and Software Engineering",5,5,"SCEE08009","Engineering Mathematics 2A","8f71f134"
"F","Norway","Norway","OVERSEAS","Overseas/International fee rate","Mechanical Engineering",5,5,"PHYS08016","Physics 1A:  Foundations","328eae7a"
"F","Norway","Norway","OVERSEAS","Overseas/International fee rate","Mechanical Engineering",5,5,"SCEE08009","Engineering Mathematics 2A","328eae7a"
"F","Czech Republic","Czech Republic","SEU","EU/EEA fee rate","Astrophysics",3,2,"PHYS08016","Physics 1A:  Foundations","881edfd"
"F","Czech Republic","Czech Republic","SEU","EU/EEA fee rate","Astrophysics",3,2,"PHYS08035","Mathematics for Physics 1","881edfd"
"F","Czech Republic","Czech Republic","SEU","EU/EEA fee rate","Astrophysics",3,2,"PHYS08036","Mathematics for Physics 2","881edfd"
"M","China","China","OVERSEAS","Overseas/International fee rate","Electronics and Electrical Engineering",4,4,"PHYS08016","Physics 1A:  Foundations","3585c08"
"M","China","China","OVERSEAS","Overseas/International fee rate","Electronics and Electrical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","3585c08"
"M","Hungary","Hungary","SEU","EU/EEA fee rate","Electrical Engineering with Renewable Energy",5,4,"PHYS08016","Physics 1A:  Foundations","a6671a72"
"M","Hungary","Hungary","SEU","EU/EEA fee rate","Electrical Engineering with Renewable Energy",5,4,"SCEE08009","Engineering Mathematics 2A","a6671a72"
"M","Iran","Iran [Iran, Islamic Republic of]","OVERSEAS","Overseas/International fee rate","Physics",3,1,"PHYS08016","Physics 1A:  Foundations","35fceb0b"
"M","Iran","Iran [Iran, Islamic Republic of]","OVERSEAS","Overseas/International fee rate","Physics",3,1,"PHYS08035","Mathematics for Physics 1","35fceb0b"
"M","Iran","Iran [Iran, Islamic Republic of]","OVERSEAS","Overseas/International fee rate","Physics",3,1,"PHYS08036","Mathematics for Physics 2","35fceb0b"
"M","United States of America","Czech Republic","SEU","EU/EEA fee rate","Theoretical Physics",4,4,"PHYS08016","Physics 1A:  Foundations","9bffdbcb"
"M","Poland","Poland","SEU","EU/EEA fee rate","Mechanical Engineering with Management",5,5,"SCEE08009","Engineering Mathematics 2A","9124b383"
"M","United States of America","United States","OVERSEAS","Overseas/International fee rate","Philosophy and English Literature",2,2,"PHYS08016","Physics 1A:  Foundations","87ba361"
"F","Thailand","Thailand","OVERSEAS","Overseas/International fee rate","Electronics and Software Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","c24d0c64"
"F","United States of America","United States","HOME","Incoming exchange","Full Year Courses for Visiting Students",1,1,"PHYS08016","Physics 1A:  Foundations","e16da30b"
"M","Kenya","Kenya","OVERSEAS","Overseas/International fee rate","Electrical and Mechanical Engineering",5,4,"SCEE08009","Engineering Mathematics 2A","2c5f1f2e"
"M","United States of America","United States","OVERSEAS","Overseas/International fee rate","Geophysics",5,5,"PHYS08016","Physics 1A:  Foundations","960b9e9e"
"M","United States of America","United States","OVERSEAS","Overseas/International fee rate","Geophysics",5,5,"PHYS08035","Mathematics for Physics 1","960b9e9e"
"M","United States of America","United States","OVERSEAS","Overseas/International fee rate","Geophysics",5,5,"PHYS08036","Mathematics for Physics 2","960b9e9e"
"M","Thailand","Thailand","OVERSEAS","Overseas/International fee rate","Mechanical Engineering with Management",3,4,"SCEE08009","Engineering Mathematics 2A","c709e3d0"
"M","Malaysia","India","OVERSEAS","Overseas/International fee rate","Electrical and Mechanical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","24017556"
"M","United States of America","United States","OVERSEAS","Overseas/International fee rate","Computer Science and Electronics",3,4,"SCEE08009","Engineering Mathematics 2A","c03ef6b1"
"M","China","China","OVERSEAS","Overseas/International fee rate","Electronics and Electrical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","6b00868b"
"F","United States of America","United States","OVERSEAS","Overseas/International fee rate","Semester 1 Courses for Visiting Students",1,1,"PHYS08016","Physics 1A:  Foundations","3eec1223"
"F","United States of America","United States","HOME","Incoming exchange","Full Year Courses for Visiting Students",1,1,"PHYS08016","Physics 1A:  Foundations","6faa4da0"
"F","United States of America","United States","OVERSEAS","Overseas/International fee rate","Semester 1 Courses for Visiting Students",1,1,"PHYS08016","Physics 1A:  Foundations","ad05e85c"
"M","United States of America","United States","OVERSEAS","Overseas/International fee rate","Full Year Courses for Visiting Students",1,1,"PHYS08016","Physics 1A:  Foundations","a133a59a"
"F","Korea (South)","Korea (South) [Korea, Republic of]","OVERSEAS","Overseas/International fee rate","Physics",4,4,"PHYS08041","Algebra and Calculus","d4509715"
"F","United States of America","United States","HOME","Incoming exchange","Full Year Courses for Visiting Students",1,1,"PHYS08016","Physics 1A:  Foundations","d2156d74"
"F","Canada","Canada","HOME","Incoming exchange","Full Year Courses for Visiting Students",1,1,"PHYS08016","Physics 1A:  Foundations","f829adda"
"M","Korea (South)","Korea (South) [Korea, Republic of]","OVERSEAS","Overseas/International fee rate","Chemical Engineering",3,4,"SCEE08009","Engineering Mathematics 2A","b4776cd8"
"F","United States of America","United States","HOME","Incoming exchange","Full Year Courses for Visiting Students",1,1,"PHYS08016","Physics 1A:  Foundations","1dca7e3e"
"M","Hong Kong","Hong Kong (Special Administrative Region of China)","OVERSEAS","Overseas/International fee rate","Chemical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","7411c27"
"M","China","China","OVERSEAS","Overseas/International fee rate","Electronics and Electrical Engineering with Management",4,4,"SCEE08009","Engineering Mathematics 2A","c0b40eff"
"M","England","Pakistan","OVERSEAS","Overseas/International fee rate","Chemical Engineering with Management",4,3,"SCEE08009","Engineering Mathematics 2A","950bda67"
"M","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Chemical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","4775be9e"
"F","Malaysia","Malaysia","OVERSEAS","Overseas/International fee rate","Mathematics and Statistics",4,4,"PHYS08035","Mathematics for Physics 1","33e37c0a"
"M","China","China","OVERSEAS","Overseas/International fee rate","Electronics and Electrical Engineering",3,4,"SCEE08009","Engineering Mathematics 2A","558c1a9c"
"F","Singapore","New Zealand","OVERSEAS","Overseas/International fee rate","Biological Sciences (Biochemistry)",4,4,"PHYS08016","Physics 1A:  Foundations","ddb9fbf4"
"M","China","China","OVERSEAS","Overseas/International fee rate","Electronics and Electrical Engineering",3,4,"SCEE08009","Engineering Mathematics 2A","fd8dbd96"
"F","Austria","Austria","SEU","EU/EEA fee rate","Ordinary Sciences",4,3,"PHYS08016","Physics 1A:  Foundations","2e4002ce"
"F","Austria","Austria","SEU","EU/EEA fee rate","Ordinary Sciences",4,3,"PHYS08035","Mathematics for Physics 1","2e4002ce"
"F","Austria","Austria","SEU","EU/EEA fee rate","Ordinary Sciences",4,3,"PHYS08036","Mathematics for Physics 2","2e4002ce"
"M","China","China","OVERSEAS","Overseas/International fee rate","Mathematics and Statistics",4,3,"PHYS08016","Physics 1A:  Foundations","8219cb5d"
"M","China","China","OVERSEAS","Overseas/International fee rate","Mathematics and Statistics",4,3,"PHYS08036","Mathematics for Physics 2","8219cb5d"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering with Management",4,3,"SCEE08009","Engineering Mathematics 2A","3445c5ce"
"M","Spain","United Kingdom","SEU","EU/EEA fee rate","Computational Physics",4,4,"PHYS08016","Physics 1A:  Foundations","5be2302c"
"M","China","China","OVERSEAS","Overseas/International fee rate","Electronics and Electrical Engineering",4,4,"PHYS08016","Physics 1A:  Foundations","4ca3f674"
"M","China","China","OVERSEAS","Overseas/International fee rate","Electronics and Electrical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","4ca3f674"
"M","Austria","Italy (includes Sardinia, Sicily)","SEU","EU/EEA fee rate","Physics",4,4,"PHYS08016","Physics 1A:  Foundations","5a1aa70d"
"M","Austria","Italy (includes Sardinia, Sicily)","SEU","EU/EEA fee rate","Physics",4,4,"PHYS08035","Mathematics for Physics 1","5a1aa70d"
"M","Austria","Italy (includes Sardinia, Sicily)","SEU","EU/EEA fee rate","Physics",4,4,"PHYS08036","Mathematics for Physics 2","5a1aa70d"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08016","Physics 1A:  Foundations","a41a8e0"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08035","Mathematics for Physics 1","a41a8e0"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08036","Mathematics for Physics 2","a41a8e0"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mechanical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","62587f24"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",4,5,"PHYS08041","Algebra and Calculus","b5e40efd"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","76752e7c"
"F","England","United Kingdom","SEU","Scotland fee rate","Mathematics",4,3,"PHYS08016","Physics 1A:  Foundations","84270057"
"M","Kenya","Kenya","OVERSEAS","Overseas/International fee rate","Engineering for Sustainable Energy",3,3,"SCEE08009","Engineering Mathematics 2A","858cd746"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08016","Physics 1A:  Foundations","c458ee6e"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08035","Mathematics for Physics 1","c458ee6e"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08036","Mathematics for Physics 2","c458ee6e"
"M","Bulgaria","Bulgaria","SEU","EU/EEA fee rate","Civil Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","a1de3d58"
"F","Scotland","Belgium","SEU","Scotland fee rate","Chemical Physics with Industrial Experience",4,4,"PHYS08016","Physics 1A:  Foundations","6780f891"
"F","Scotland","Belgium","SEU","Scotland fee rate","Chemical Physics with Industrial Experience",4,4,"PHYS08035","Mathematics for Physics 1","6780f891"
"F","Scotland","Belgium","SEU","Scotland fee rate","Chemical Physics with Industrial Experience",4,4,"PHYS08036","Mathematics for Physics 2","6780f891"
"F","Singapore","Singapore","OVERSEAS","Overseas/International fee rate","Theoretical Physics",3,4,"PHYS08041","Algebra and Calculus","e1cc51b4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",4,3,"SCEE08009","Engineering Mathematics 2A","aa98abca"
"F","Italy","Italy (includes Sardinia, Sicily)","SEU","EU/EEA fee rate","Theoretical Physics",4,5,"PHYS08041","Algebra and Calculus","8aaceda8"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",4,5,"PHYS08041","Algebra and Calculus","aa8fc937"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Physics",3,4,"PHYS08041","Algebra and Calculus","dac920a0"
"M","Luxembourg","Italy (includes Sardinia, Sicily)","SEU","EU/EEA fee rate","Mechanical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","2d859b62"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemical Engineering",4,4,"PHYS08016","Physics 1A:  Foundations","9e6e0eb4"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","9e6e0eb4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","b1a17792"
"F","India","India","OVERSEAS","Overseas/International fee rate","Theoretical Physics",4,5,"PHYS08041","Algebra and Calculus","d04108d8"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Ordinary Sciences",3,3,"PHYS08016","Physics 1A:  Foundations","20d6f8c7"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Ordinary Sciences",3,3,"PHYS08035","Mathematics for Physics 1","20d6f8c7"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Ordinary Sciences",3,3,"PHYS08036","Mathematics for Physics 2","20d6f8c7"
"M","Hong Kong","Hong Kong (Special Administrative Region of China)","OVERSEAS","Overseas/International fee rate","Electronics and Software Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","f43a42de"
"M","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Mechanical Engineering",4,4,"PHYS08016","Physics 1A:  Foundations","74eb5b56"
"M","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Mechanical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","74eb5b56"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Structural and Fire Safety Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","3c672f72"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Artificial Intelligence and Mathematics",4,4,"PHYS08016","Physics 1A:  Foundations","c16fdb9f"
"F","England","United Kingdom","SEU","Scotland fee rate","Chemical Engineering with Management",4,4,"SCEE08009","Engineering Mathematics 2A","437b1c23"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",2,2,"SCEE08009","Engineering Mathematics 2A","aec82e7d"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08016","Physics 1A:  Foundations","de8ec7ea"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08035","Mathematics for Physics 1","de8ec7ea"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08036","Mathematics for Physics 2","de8ec7ea"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mechanical Engineering",4,4,"PHYS08016","Physics 1A:  Foundations","635838bc"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mechanical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","635838bc"
"M","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Electronics and Electrical Engineering",4,5,"SCEE08009","Engineering Mathematics 2A","a8132238"
"M","Poland","Poland","SEU","EU/EEA fee rate","Electronics and Electrical Engineering",4,4,"PHYS08016","Physics 1A:  Foundations","f8482dd5"
"M","Poland","Poland","SEU","EU/EEA fee rate","Electronics and Electrical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","f8482dd5"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08016","Physics 1A:  Foundations","6bfa7cb4"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08035","Mathematics for Physics 1","6bfa7cb4"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08036","Mathematics for Physics 2","6bfa7cb4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","1fda395f"
"M","Wales","United Kingdom","RUK","England/Wales/N Ireland fee rate","Ordinary Sciences",3,3,"PHYS08041","Algebra and Calculus","e0b6f604"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","68d0575c"
"M","England","Germany","SEU","EU/EEA fee rate","Chemical Engineering with Management",4,4,"SCEE08009","Engineering Mathematics 2A","910888b2"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electronics and Electrical Engineering",1,1,"PHYS08016","Physics 1A:  Foundations","ddf53217"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering with Management",4,4,"SCEE08009","Engineering Mathematics 2A","8d879de2"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemical Engineering with Management",4,4,"SCEE08009","Engineering Mathematics 2A","9550e62b"
"F","England","United Kingdom","OVERSEAS","Overseas/International fee rate","Ordinary Sciences",4,3,"PHYS08016","Physics 1A:  Foundations","c1f262dd"
"F","England","United Kingdom","OVERSEAS","Overseas/International fee rate","Ordinary Sciences",4,3,"PHYS08035","Mathematics for Physics 1","c1f262dd"
"F","England","United Kingdom","OVERSEAS","Overseas/International fee rate","Ordinary Sciences",4,3,"PHYS08036","Mathematics for Physics 2","c1f262dd"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","1f165e08"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","9a9ae295"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08016","Physics 1A:  Foundations","928b3f4"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08035","Mathematics for Physics 1","928b3f4"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08036","Mathematics for Physics 2","928b3f4"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Physics",4,4,"PHYS08016","Physics 1A:  Foundations","c3b0006c"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Physics",4,4,"PHYS08035","Mathematics for Physics 1","c3b0006c"
