"Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Total","AnonID"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4d1fe006"
5,5,5,5,0,5,0,5,0,0,5,5,5,2,0,5,5,0,0,0,57,"7893c139"
5,5,0,4,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,84,"335fad8f"
5,5,0,5,5,0,0,5,5,5,5,4,5,5,5,5,5,5,5,5,84,"479f00a1"
5,2.5,5,5,5,2,5,5,5,2.5,5,5,5,5,5,5,5,5,5,0,87,"e1a1d361"
2.5,5,5,5,0,5,5,5,5,2.5,5,0,5,2,5,5,5,5,5,0,77,"f111dc67"
5,5,5,5,5,5,5,0,5,5,3.75,5,5,1,5,5,0,5,0,0,74.75,"34473616"
5,2.5,5,5,5,2,0,0,5,0,5,5,2,5,5,5,5,5,0,5,71.5,"a144962b"
5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,5,5,5,5,5,92,"a8132238"
5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,97,"12e47bb1"
5,5,5,5,5,0,5,5,5,5,5,5,5,2,5,5,5,5,5,5,92,"a6d31415"
5,5,0,4,0,0,2.5,0,5,5,5,0,5,2,2.5,5,5,5,0,0,56,"dc12e286"
5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,0,92,"928b3f4"
2.5,5,0,4,5,2,5,5,5,0,0,5,5,1,5,5,5,5,5,0,69.5,"9e6e0eb4"
5,5,0,5,5,2,5,0,5,2.5,5,0,5,2,0,5,5,5,5,0,66.5,"cfd0ec73"
5,5,0,5,5,0,5,5,0,2.5,2.5,5,0,5,5,5,5,0,0,0,60,"e3ad4588"
5,5,5,5,5,0,5,5,5,5,5,5,3,3,5,5,5,0,0,5,81,"b64e283f"
0,0,5,2.5,5,0,5,0,5,2.5,5,1,0,0,5,5,5,0,5,0,51,"804b7abe"
5,5,0,2.5,0,0,0,5,5,2.5,2.5,0,0,2,2.5,0,0,0,0,0,32,"f06ac769"
5,5,5,5,0,0,5,0,5,0,5,5,0,0,0,5,5,5,0,0,55,"43b8f8ab"
5,5,0,3,5,2,5,5,5,0,5,5,0,5,5,5,5,5,5,0,75,"b5b780ae"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"af121e92"
5,5,5,4,5,0,5,5,5,5,2.5,5,5,5,5,5,5,5,5,5,91.5,"c05cdce"
5,5,0,0,5,0,0,0,0,2.5,5,5,5,0,3.75,5,5,0,0,0,46.25,"c9aa05b4"
5,0,5,5,0,0,5,0,5,5,5,5,2,2,3.75,5,5,5,0,0,62.75,"1eb04dbd"
5,5,0,3.5,5,0,5,0,5,5,5,5,5,0,5,5,5,5,5,0,73.5,"1144f126"
5,5,5,5,5,5,5,5,5,2.5,5,5,5,5,0,5,5,5,5,5,92.5,"9550e62b"
5,2.5,5,5,5,2,5,5,5,5,5,5,5,2,0,5,5,5,0,0,76.5,"eb6d237b"
2.5,5,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,27.5,"b6ffecf"
5,5,5,3,5,2,5,5,5,2.5,5,5,5,2,5,5,5,5,5,5,89.5,"e283b039"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f2f54f50"
5,5,0,5,5,0,0,0,5,5,5,0,5,1,0,5,5,5,0,0,56,"9e13df5c"
5,0,5,4.5,5,0,0,5,5,2.5,5,0,5,2,2.5,5,5,5,5,0,66.5,"8a0dc0b"
0,2.5,0,3,0,0,2.5,5,5,2.5,2.5,5,2,0,1.25,5,5,5,5,0,51.25,"13b88506"
5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,5,5,90,"1763a9d3"
5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,95,"da7391c9"
5,5,0,3,0,0,5,0,5,5,3.75,5,5,1,5,5,5,5,0,0,62.75,"8f36c5ae"
5,5,0,5,5,0,2.5,5,5,2.5,5,0,0,0,0,0,0,0,0,0,40,"98e9d623"
2.5,0,0,2,0,0,2.5,5,5,0,5,1,0,0,0,5,5,0,0,0,33,"dfb95b0b"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a697b6b7"
5,0,0,4,5,0,0,5,5,5,5,5,5,2,5,5,5,5,0,0,66,"d70700e8"
2.5,0,0,4.5,5,0,0,5,5,5,5,5,2,2,2.5,5,5,5,5,5,68.5,"8d879de2"
5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,0,92,"809d9841"
5,5,0,0,5,0,0,0,5,0,0,5,5,2,0,5,5,0,0,0,42,"747153bb"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1092437c"
2.5,5,0,2,5,0,0,0,0,2.5,5,0,0,0,2.5,5,5,5,0,0,39.5,"71fa79ac"
5,5,0,4,5,2,5,5,5,0,2.5,5,5,5,5,5,5,5,0,0,73.5,"6656fe68"
2.5,5,0,5,5,5,5,5,5,0,5,5,5,2,5,5,5,5,5,5,84.5,"f47e6013"
0,5,0,2,5,5,0,5,5,2.5,5,5,5,5,3.75,5,5,5,0,0,68.25,"b1355723"
5,5,0,4.5,5,2,5,5,5,5,5,5,5,2,3.75,5,5,5,0,0,77.25,"9868c98"
5,5,5,0,5,5,5,5,5,0,5,5,5,4,5,5,5,5,0,0,79,"1b5e196c"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c505c19a"
5,5,5,2,0,0,0,5,5,5,5,5,5,2,5,5,5,0,5,0,69,"4b3cd168"
5,0,0,0.5,5,2,5,0,0,2.5,2.5,5,5,5,0,5,5,5,5,0,57.5,"f959cbc2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f37d036c"
5,5,0,3,5,2,5,0,5,0,5,5,2,5,5,5,5,5,5,5,77,"8611090c"
5,5,0,3,5,0,5,5,5,2.5,2.5,5,2,2,5,5,5,5,0,0,67,"98af493a"
5,5,0,4,5,2,5,5,0,5,3.75,5,5,2,5,5,5,5,5,0,76.75,"f30ed6ba"
5,5,0,4,5,0,5,0,5,5,2.5,5,5,2,5,5,5,5,0,5,73.5,"1da4a4b0"
5,5,5,2,5,2,5,0,5,5,5,5,5,5,5,5,5,5,5,0,84,"527c6f7c"
5,5,5,4.5,5,0,0,5,5,5,5,1,5,5,0,5,5,5,5,5,80.5,"57b30a5b"
5,5,5,5,5,2,0,5,5,5,5,5,5,2,5,5,5,5,0,5,84,"80f516ef"
5,5,5,3,5,2,0,0,5,2.5,5,0,2,0,1.25,0,0,0,0,0,40.75,"eb678f2e"
5,5,5,4,5,0,5,5,0,0,5,0,0,0,0,5,5,5,0,0,54,"cbde80ad"
5,5,0,0,5,2,0,5,5,5,2.5,5,0,0,5,5,5,0,0,0,54.5,"fa107e6f"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35fceb0b"
5,5,5,5,5,0,0,0,5,5,2.5,0,5,5,5,5,5,5,5,5,77.5,"72e14a4f"
5,0,5,5,5,5,0,0,5,5,2.5,5,5,5,0,5,5,5,5,5,77.5,"fecda504"
5,5,5,5,5,5,0,0,5,5,2.5,5,5,0,0,0,0,0,0,0,52.5,"89480bfe"
5,5,5,5,5,5,5,0,5,0,2.5,5,5,1,5,5,5,5,5,0,78.5,"5a6f1da4"
5,5,5,4,5,0,5,0,5,0,2.5,4,5,2,5,5,5,5,0,0,67.5,"61475f9c"
5,5,5,3,0,0,5,0,5,2.5,3.75,5,0,4,5,5,5,0,5,0,63.25,"fa34772e"
5,2.5,0,4,5,0,5,0,5,5,2.5,5,2,2,2.5,5,5,0,0,0,55.5,"e9f9a335"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"386bb074"
0,5,0,1.5,5,2,0,5,5,0,5,4,5,2,0,5,5,5,0,0,54.5,"e90ccde8"
5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,0,0,5,85,"61445ef6"
5,0,0,3.5,5,0,0,0,0,0,5,5,5,5,2.5,5,5,5,0,0,51,"8070cee0"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8e3ad9dd"
5,5,5,2,5,0,5,5,5,2.5,5,5,5,0,3.75,5,5,0,5,5,78.25,"907d7583"
5,5,0,4,5,2,5,5,5,5,5,5,5,2,5,5,5,0,5,0,78,"de4d59a2"
5,0,5,4.5,5,2,5,5,5,2.5,5,5,5,0,5,5,5,5,5,0,79,"9360057d"
5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,5,5,5,0,0,84,"38c7113d"
2.5,5,0,2.5,5,0,5,0,5,0,5,5,5,0,0,0,0,0,0,0,40,"bd023109"
5,5,5,4.5,5,2,0,0,5,2.5,5,5,5,2,2.5,5,5,5,5,5,78.5,"8c87b787"
0,5,5,3.5,5,0,5,0,5,5,2.5,5,5,2,0,5,5,5,0,0,63,"c70792bd"
5,5,5,3.5,5,0,5,0,5,5,5,5,2,2,0,5,5,5,5,0,72.5,"b6e01753"
2.5,0,0,2,0,0,5,0,0,2.5,2.5,0,2,0,2.5,5,0,0,0,0,24,"70e0d661"
5,5,5,4,5,2,5,0,5,5,5,5,5,2,5,5,5,5,0,0,78,"60c3a5eb"
5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,95,"88a86ac0"
5,0,0,3,5,2,0,5,5,0,5,0,2,0,2.5,0,5,0,0,0,39.5,"63da65d0"
5,5,5,3,5,2,5,5,5,5,5,5,5,2,0,5,0,5,5,0,77,"ffe6ff50"
5,5,0,3,5,0,0,0,0,2.5,2.5,5,2,2,3.75,0,5,0,0,0,40.75,"82b2f84a"
5,5,0,5,5,2,0,5,5,2.5,5,0,5,5,5,5,5,5,5,5,79.5,"b167c650"
5,5,5,2.5,0,2,2.5,5,5,0,1.25,0,5,0,2.5,5,0,5,0,0,50.75,"a619fccb"
5,5,0,2.5,5,0,5,0,5,0,2.5,0,2,0,0,5,0,0,0,0,37,"ef490c1d"
5,5,5,1.5,5,5,5,0,5,2.5,5,5,2,5,5,5,5,5,5,0,81,"4a155b15"
5,5,5,5,0,5,5,0,5,5,5,1,5,5,0,5,5,5,5,5,81,"a21cd60"
2.5,5,5,5,0,2,5,0,0,5,2.5,4,2,0,5,5,5,0,0,0,53,"1de4d48b"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d32d9fd8"
5,5,5,3,5,0,5,5,5,2.5,5,5,5,5,5,5,5,5,0,0,80.5,"c458ee6e"
5,5,0,3,5,0,5,0,5,2.5,2.5,5,5,2,5,5,5,5,5,0,70,"c7803905"
5,0,5,3,0,0,0,0,0,5,0,5,0,0,1.25,5,5,0,0,5,39.25,"48e1f0d7"
5,0,5,4,5,0,5,5,5,5,2.5,5,2,5,5,5,5,0,0,5,73.5,"e303ce47"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c03ef6b1"
5,5,5,5,5,2,5,5,5,5,2.5,5,5,5,5,5,5,5,0,5,89.5,"2525e2d1"
2.5,5,0,3,5,2,0,5,5,0,2.5,5,0,0,0,5,5,5,0,0,50,"9ccb169e"
5,5,0,4,5,5,5,5,5,5,5,5,5,0,5,5,5,0,0,0,74,"dea02cf2"
5,5,0,5,5,2,5,5,5,5,2.5,5,5,1,5,5,5,5,0,0,75.5,"b7106b5c"
0,5,0,2,0,0,0,5,0,2.5,2.5,0,0,0,0,0,5,0,0,0,22,"ceb79256"
2.5,5,0,5,5,2,5,5,5,5,5,4,0,5,5,5,5,5,0,5,78.5,"d26ee8bc"
5,5,5,5,5,0,5,5,5,5,2.5,5,0,1,3.75,5,5,5,0,5,77.25,"1dc9a9ab"
5,5,0,1,5,0,0,5,5,5,5,5,5,2,0,5,5,5,5,0,68,"5be9f999"
5,5,5,4,5,2,5,0,5,2.5,2.5,1,5,2,0,5,5,0,5,5,69,"235a076d"
5,2.5,5,4,5,2,5,0,0,5,5,5,5,5,5,5,5,0,0,0,68.5,"18c8f43c"
5,5,5,3.5,5,0,5,0,5,0,1.25,5,2,2,2.5,5,5,0,0,0,56.25,"d3c70216"
5,5,5,5,5,2,5,5,0,5,0,5,2,5,5,5,5,5,0,0,74,"51c9c06d"
5,5,5,3.5,5,5,0,5,5,2.5,5,5,5,2,5,5,5,5,5,5,88,"ec708055"
5,5,5,4,5,0,5,5,5,0,2.5,5,5,5,5,5,5,5,5,5,86.5,"5491270f"
5,5,5,4,5,0,5,5,5,5,5,5,5,5,3.75,5,5,5,5,0,87.75,"52582831"
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,"d250aa36"
5,2.5,0,4,5,0,0,0,5,5,5,1,5,5,5,5,5,0,0,0,57.5,"f3e42689"
5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,95,"bc21d942"
5,5,5,3.5,5,3,5,5,5,5,5,5,5,5,2.5,5,5,0,0,0,79,"954a8e11"
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"1ae567ef"
0,0,0,3,0,0,0,0,0,2.5,1.25,4,0,0,5,0,0,0,0,0,15.75,"778ae560"
5,0,5,4,5,5,5,5,5,5,5,5,0,2,5,5,5,5,5,5,86,"ef692d93"
5,0,5,5,5,0,5,5,5,0,5,5,5,5,5,5,5,5,5,5,85,"929ca2f6"
5,0,0,3,5,0,5,0,5,2.5,5,5,5,1,3.75,5,5,0,5,0,60.25,"9c054c72"
5,5,0,3.5,0,0,5,0,0,5,2.5,5,5,5,0,0,0,5,5,0,51,"1cfd1870"
2.5,0,0,0,5,0,0,0,0,2.5,5,0,0,0,0,5,0,0,0,0,20,"57f1ebe4"
5,5,0,0,5,0,5,5,5,2.5,5,5,0,0,0,0,5,0,0,0,47.5,"36539883"
5,5,5,3.5,5,0,5,5,0,5,2.5,5,0,2,0,5,5,0,0,0,58,"d5553164"
5,5,5,4,5,5,5,5,5,5,2.5,5,5,5,5,5,5,5,5,5,96.5,"15bc51d1"
0,0,0,1,0,0,2.5,5,5,0,1.25,0,0,0,0,0,5,5,5,0,29.75,"70236bd8"
5,5,5,4,5,2,5,0,5,5,0,0,0,0,0,0,0,0,0,0,41,"a934d928"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"399f6b83"
5,5,0,5,0,5,5,5,5,2.5,2.5,5,5,2,5,5,5,5,0,0,72,"1db477e2"
5,5,0,4,5,0,5,0,5,0,5,5,5,2,5,0,0,0,0,0,51,"9ac1ea15"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"474ccdd4"
5,5,5,5,5,0,2.5,0,5,5,5,5,5,2,5,5,5,5,5,5,84.5,"b8307243"
5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,90,"7360bc43"
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,"746e79f6"
5,5,5,4,5,0,0,5,0,0,5,0,5,2,5,5,5,5,0,0,61,"40ab14aa"
0,0,0,4,5,2,0,5,5,5,5,0,5,2,5,0,5,0,0,0,48,"908e2283"
5,5,5,5,0,5,5,5,5,2.5,5,1,5,4,5,5,5,5,5,5,87.5,"b5e40efd"
5,5,5,3.5,5,0,5,5,5,2.5,5,5,5,2,5,5,5,0,0,5,78,"33c8e1a9"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c06ff1fa"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7e0c6fde"
0,5,5,4,5,0,0,0,0,0,5,0,0,0,2.5,5,5,0,0,0,36.5,"feddd5c8"
5,5,0,3.5,5,2,0,5,5,0,5,5,5,0,1.25,5,5,5,0,0,61.75,"db1dd581"
5,5,5,5,5,2,5,0,5,5,5,5,5,2,5,5,5,5,5,5,89,"f13639de"
2.5,5,0,3,5,0,0,5,5,2.5,2.5,5,5,5,0,5,5,5,0,0,60.5,"f1208a60"
2.5,5,0,4.5,5,2,5,0,5,0,5,4,5,2,3.75,0,5,5,0,0,58.75,"cf9e9844"
5,5,0,3.5,5,0,2.5,0,5,5,5,5,2,2,0,5,5,5,0,5,65,"9b8e08f9"
5,5,5,2,5,0,0,5,5,2.5,5,5,5,2,2.5,5,5,5,0,0,69,"a06ebea2"
5,5,5,4,5,5,5,5,5,5,2.5,5,5,5,5,5,5,5,5,0,91.5,"aec82e7d"
5,2.5,5,3,0,0,0,0,5,2.5,5,0,5,0,0,0,0,0,0,0,33,"f3d74d35"
5,5,5,3.5,5,0,5,0,5,5,5,5,5,5,5,5,5,5,5,0,83.5,"417319fe"
5,5,5,5,5,5,5,5,5,2.5,5,5,5,2,2.5,5,5,5,5,5,92,"3a818d45"
5,5,5,5,5,5,5,0,5,5,5,5,5,2,3.75,5,5,5,5,5,90.75,"fd9a1108"
5,5,5,5,5,2,0,5,5,2.5,5,5,5,5,5,5,5,5,5,5,89.5,"2f41b7e4"
2.5,5,0,3,5,5,5,5,5,2.5,2.5,5,5,1,0,5,5,0,0,0,61.5,"ad007375"
5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"e44735af"
5,5,5,5,5,5,5,5,5,5,1.25,5,5,2,5,5,5,5,0,5,88.25,"5ce112cc"
5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,97,"95cfe2bd"
0,5,0,4,0,2,5,5,5,0,5,1,5,0,0,0,0,0,0,0,37,"1410376f"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"950bda67"
5,5,5,1.5,5,2,5,0,5,2.5,2.5,5,5,2,5,5,5,5,5,0,75.5,"af230699"
5,5,5,4,5,0,5,5,5,2.5,2.5,4,2,5,5,0,5,0,5,0,70,"8c68e851"
2.5,5,5,3.5,5,2,2.5,5,5,2.5,5,5,5,2,5,5,5,5,0,0,75,"6f6e3b76"
5,5,5,0,0,0,0,0,0,5,5,0,0,0,1.25,0,0,0,0,0,26.25,"6f7cd59f"
5,5,5,3,5,0,5,0,5,5,5,5,0,0,5,5,5,5,5,5,78,"9b9fa976"
5,5,5,5,5,0,2.5,0,5,0,5,0,0,0,2.5,5,5,5,0,0,55,"33e37c0a"
2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,"9ca0b77"
2.5,0,5,3.5,5,0,0,5,5,5,2.5,1,5,5,5,5,5,0,0,0,59.5,"7ef1787"
5,5,5,3,5,2,5,5,5,2.5,5,5,5,5,5,5,5,5,5,5,92.5,"6f5a610a"
5,5,5,2,5,0,0,5,5,0,5,0,5,2,5,5,5,0,0,0,59,"a8f93f99"
5,5,5,5,5,2,5,0,5,5,5,5,5,5,5,5,5,5,0,5,87,"fc01a6e"
5,5,0,3,5,0,5,5,5,5,2.5,5,2,0,2.5,5,5,0,0,0,60,"3e6c4638"
5,5,5,3.5,0,2,0,0,0,0,5,1,3,0,0,5,5,5,0,0,44.5,"be39b638"
5,0,0,0,5,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,11.25,"ea9ada17"
2.5,0,0,1,5,0,0,0,5,0,5,5,0,0,5,0,0,0,5,0,33.5,"5ecd3da1"
2.5,2.5,5,1,5,0,5,5,5,0,1.25,0,5,0,0,5,5,5,0,0,52.25,"d9c3b2cc"
5,5,0,3,5,0,5,5,5,2.5,5,0,0,0,3.75,5,5,0,0,0,54.25,"52072db"
5,5,5,5,5,0,0,0,5,5,5,5,5,5,0,5,5,5,0,0,70,"a4286539"
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,"fd67a037"
5,5,5,1,5,2,0,0,5,5,2.5,5,5,1,5,5,5,0,0,0,61.5,"ca873c6d"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cc12c4a"
5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5,5,5,90,"129e760b"
5,5,5,5,5,0,5,5,5,5,2.5,5,5,4,2.5,5,5,0,0,0,74,"1cef38fa"
2.5,2.5,5,4,0,2,5,5,5,2.5,5,5,5,2,5,5,5,0,5,0,70.5,"fd510993"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"268d5a36"
5,5,5,5,5,2,5,5,5,2.5,5,5,5,5,5,5,5,5,5,5,94.5,"bf4798d7"
5,5,5,5,5,0,5,0,5,5,5,4,5,2,5,5,5,0,5,0,76,"935f58d7"
5,0,0,5,5,3,5,5,5,5,5,5,2,2,5,5,5,5,5,5,82,"4f4d7214"
2.5,5,5,4,5,0,5,0,5,5,5,5,0,0,0,0,0,0,0,0,46.5,"42225a4c"
5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,0,5,5,5,0,87,"3935f317"
5,0,0,2,5,0,5,0,0,2.5,2.5,5,3,0,5,5,5,5,0,5,55,"6431a949"
0,5,5,5,5,2,5,5,5,5,5,5,2,5,5,5,5,5,5,5,89,"e0b6f604"
2.5,5,0,5,5,5,5,5,5,5,2.5,5,5,2,5,5,5,5,0,0,77,"f42f9df7"
0,5,0,2.5,5,2,5,5,5,0,5,5,5,0,0,5,5,5,0,0,59.5,"fb02c023"
2.5,5,5,5,0,0,5,5,5,5,5,5,5,5,2.5,5,5,5,5,5,85,"455def55"
5,5,0,1,5,5,0,0,5,0,5,0,0,0,0,5,0,0,0,0,36,"e98c635c"
5,5,0,4.5,5,2,5,5,0,0,5,5,2,2,5,5,5,5,5,5,75.5,"12ee2d4b"
2.5,5,5,4,0,0,5,0,0,5,5,0,5,5,5,5,0,5,0,5,61.5,"be1360dc"
5,5,0,4,5,2,5,0,0,5,5,5,2,2,5,5,5,5,5,0,70,"fd0287c0"
5,5,5,5,5,0,5,5,5,5,5,5,5,1,3.75,5,5,5,5,0,84.75,"8f6454dd"
5,5,5,5,5,2,0,5,5,5,5,4,5,2,5,5,5,0,5,5,83,"23320f7"
5,5,5,2,0,0,5,0,5,2.5,5,5,0,0,0,0,0,0,0,0,39.5,"a281627a"
5,5,5,5,5,2,5,5,5,5,2.5,5,2,5,5,5,5,5,5,5,91.5,"9e796c49"
5,5,5,1.5,5,0,2.5,5,0,0,5,5,5,2,0,5,5,5,0,0,61,"98899ff3"
2.5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,92.5,"ab36bec3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a5ada39f"
5,5,5,3,5,2,0,0,5,5,0,5,5,2,5,0,0,0,0,0,52,"6c90918"
0,2.5,0,2.5,5,0,0,5,0,2.5,2.5,0,0,0,0,0,5,0,0,0,25,"3759062f"
5,5,5,4,5,0,5,0,5,2.5,0,5,0,0,0,5,5,5,0,5,61.5,"f16a236f"
5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5,0,0,80,"59af8873"
5,5,0,4,5,5,2.5,5,5,5,5,5,5,5,5,5,5,0,0,5,81.5,"4d604259"
0,5,5,5,5,2,2.5,5,0,2.5,5,5,5,2,5,5,5,0,0,0,64,"92d77924"
5,5,5,5,5,0,5,5,5,5,5,5,5,2,5,5,5,5,5,5,92,"d04108d8"
2.5,5,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,"ba9587fb"
5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,95,"438a9b0a"
2.5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,87.5,"4fe6e29d"
5,5,0,5,5,0,0,0,5,5,1.25,5,5,2,5,5,5,5,0,0,63.25,"a13816ef"
5,5,5,3.5,5,0,5,5,5,2.5,5,5,5,5,5,5,5,5,5,5,91,"2efc5324"
5,2.5,0,3,0,0,5,0,5,5,2.5,0,3,0,5,5,5,0,0,0,46,"dd62b052"
5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,0,5,5,90,"b8ba679f"
2.5,5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,10,"2548f756"
2.5,5,5,2.5,0,0,2.5,0,5,0,1.25,5,5,0,2.5,5,5,5,5,0,56.25,"c1ae95fe"
5,5,5,5,5,3,5,5,5,5,2.5,4,5,2,5,5,5,5,5,5,91.5,"6bee3cd2"
5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,5,5,5,5,5,92,"88fc2ffc"
5,5,5,4,5,2,5,5,5,5,5,1,5,5,5,5,5,5,5,5,92,"614640bc"
5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,"d9900853"
5,0,5,2,0,0,0,5,5,2.5,5,0,0,0,0,0,0,0,0,0,29.5,"2557e9d7"
5,5,0,4,5,2,0,0,5,5,2.5,5,5,2,5,5,0,5,0,0,60.5,"f2665180"
5,5,5,5,5,0,5,5,5,5,2.5,0,3,0,0,0,5,0,0,5,60.5,"ffa4f37d"
5,5,5,5,5,0,5,5,5,2.5,5,5,2,5,2.5,5,5,5,0,0,77,"a6337cbf"
5,5,5,3,5,2,0,5,5,2.5,5,5,5,2,5,5,5,0,0,0,69.5,"cf5e0766"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25206ec5"
5,5,5,2,0,0,0,5,5,0,5,5,5,2,2.5,5,5,5,5,0,66.5,"aa805dd5"
5,5,5,3.5,5,0,5,0,5,2.5,5,5,5,5,3.75,5,5,5,5,5,84.75,"2ab4a0e3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b77186ae"
5,5,5,4,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,94,"ab8e3211"
5,5,0,5,5,2,5,5,5,0,2.5,4,5,5,0,5,5,0,0,0,63.5,"ec9a9df4"
5,5,5,4,5,0,5,0,5,2.5,5,1,2,0,0,5,5,0,0,0,54.5,"7a7def53"
5,5,5,5,5,0,0,5,5,0,2.5,5,5,1,3.75,5,5,0,0,5,67.25,"c1740f1b"
5,5,5,5,5,0,0,5,0,0,5,5,0,0,5,0,5,0,0,0,50,"b0b4a12f"
0,2.5,5,1.5,5,0,0,0,0,5,5,5,5,2,0,5,5,5,0,0,51,"ddf53217"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"da7d5407"
5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,95,"808b080e"
5,5,0,5,5,5,5,5,5,2.5,5,5,5,2,5,5,5,5,5,0,84.5,"b547f535"
5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,0,5,5,92,"bec8088b"
5,5,0,3,5,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,33,"f35f4902"
